Register Output,Fraction,Guess for r,guess1,guess2,iterations
001000101000(bin) = 552(dec),7/52,52,1,5,0
001000101001(bin) = 553(dec),5/37,37,1,5,0
001000101010(bin) = 554(dec),5/37,37,1,5,0
001000101011(bin) = 555(dec),5/37,37,1,5,0
001000101100(bin) = 556(dec),5/37,37,1,5,0
001000110001(bin) = 561(dec),7/51,51,1,11,0
001000110010(bin) = 562(dec),7/51,51,1,11,0
001000110011(bin) = 563(dec),7/51,51,1,11,0
001000110100(bin) = 564(dec),4/29,29,1,5,0
001000110101(bin) = 565(dec),4/29,29,1,5,0
001000110110(bin) = 566(dec),4/29,29,1,5,0
001000110111(bin) = 567(dec),5/36,36,1,5,0
001000111000(bin) = 568(dec),5/36,36,1,5,0
001000111001(bin) = 569(dec),5/36,36,1,5,0
001000111010(bin) = 570(dec),5/36,36,1,5,0
001000111101(bin) = 573(dec),7/50,50,1,11,0
001000111110(bin) = 574(dec),7/50,50,1,11,0
001000111111(bin) = 575(dec),7/50,50,1,11,0
001001000000(bin) = 576(dec),7/50,50,1,11,0
001001000001(bin) = 577(dec),7/50,50,1,11,0
001001000011(bin) = 579(dec),7/50,50,1,11,0
001001010101(bin) = 597(dec),7/48,48,5,1,0
001001010110(bin) = 598(dec),7/48,48,5,1,0
001001110100(bin) = 628(dec),2/13,13,1,5,0
001001110101(bin) = 629(dec),2/13,13,1,5,0
001001110111(bin) = 631(dec),2/13,13,1,5,0
001001111000(bin) = 632(dec),2/13,13,1,5,0
001001111001(bin) = 633(dec),2/13,13,1,5,0
001001111010(bin) = 634(dec),7/45,45,1,5,0
001001111100(bin) = 636(dec),7/45,45,1,5,0
001001111101(bin) = 637(dec),7/45,45,1,5,0
001001111110(bin) = 638(dec),7/45,45,1,5,0
001001111111(bin) = 639(dec),5/32,32,5,1,0
001010000000(bin) = 640(dec),5/32,32,5,1,0
001010000001(bin) = 641(dec),5/32,32,5,1,0
001010000010(bin) = 642(dec),8/51,51,1,11,0
001010000100(bin) = 644(dec),8/51,51,1,11,0
001010001010(bin) = 650(dec),7/44,44,1,5,0
001010001011(bin) = 651(dec),7/44,44,1,5,0
001010001100(bin) = 652(dec),7/44,44,1,5,0
001010001101(bin) = 653(dec),7/44,44,1,5,0
001010001110(bin) = 654(dec),4/25,25,5,1,0
001010001111(bin) = 655(dec),4/25,25,5,1,0
001010010000(bin) = 656(dec),4/25,25,5,1,0
001010010001(bin) = 657(dec),4/25,25,5,1,0
001010010011(bin) = 659(dec),5/31,31,1,11,0
001010010100(bin) = 660(dec),5/31,31,1,11,0
001010010101(bin) = 661(dec),5/31,31,1,11,0
001010010110(bin) = 662(dec),5/31,31,1,11,0
001010010111(bin) = 663(dec),6/37,37,1,5,0
001010011000(bin) = 664(dec),6/37,37,1,5,0
001010011001(bin) = 665(dec),6/37,37,1,5,0
001010011100(bin) = 668(dec),8/49,49,5,1,0
001010011101(bin) = 669(dec),8/49,49,5,1,0
001010110010(bin) = 690(dec),9/53,53,1,5,0
001010110011(bin) = 691(dec),9/53,53,1,5,0
001010110100(bin) = 692(dec),9/53,53,1,5,0
001010110101(bin) = 693(dec),9/53,53,1,5,0
001010110110(bin) = 694(dec),9/53,53,1,5,0
001010110111(bin) = 695(dec),9/53,53,1,5,0
001010111000(bin) = 696(dec),9/53,53,1,5,0
001011000001(bin) = 705(dec),5/29,29,1,5,0
001011000010(bin) = 706(dec),5/29,29,1,5,0
001011000011(bin) = 707(dec),5/29,29,1,5,0
001011000100(bin) = 708(dec),9/52,52,1,5,0
001011000101(bin) = 709(dec),9/52,52,1,5,0
001011000110(bin) = 710(dec),9/52,52,1,5,0
001011010000(bin) = 720(dec),3/17,17,5,1,0
001011010001(bin) = 721(dec),3/17,17,5,1,0
001011010010(bin) = 722(dec),3/17,17,5,1,0
001011010011(bin) = 723(dec),3/17,17,5,1,0
001011010100(bin) = 724(dec),3/17,17,5,1,0
001011010101(bin) = 725(dec),3/17,17,5,1,0
001011010111(bin) = 727(dec),8/45,45,1,5,0
001011011000(bin) = 728(dec),8/45,45,1,5,0
001011011001(bin) = 729(dec),8/45,45,1,5,0
001011011010(bin) = 730(dec),5/28,28,1,5,0
001011011011(bin) = 731(dec),5/28,28,1,5,0
001011011100(bin) = 732(dec),5/28,28,1,5,0
001011100001(bin) = 737(dec),9/50,50,1,11,0
001011100011(bin) = 739(dec),9/50,50,1,11,0
001011100100(bin) = 740(dec),9/50,50,1,11,0
001011100101(bin) = 741(dec),9/50,50,1,11,0
001011100110(bin) = 742(dec),2/11,11,1,11,0
001011100111(bin) = 743(dec),2/11,11,1,11,0
001011101000(bin) = 744(dec),2/11,11,1,11,0
001011101001(bin) = 745(dec),2/11,11,1,11,0
001011101010(bin) = 746(dec),2/11,11,1,11,0
001011101011(bin) = 747(dec),2/11,11,1,11,0
001011101100(bin) = 748(dec),2/11,11,1,11,0
001011101101(bin) = 749(dec),9/49,49,5,1,0
001011101110(bin) = 750(dec),9/49,49,5,1,0
001011101111(bin) = 751(dec),9/49,49,5,1,0
001011110000(bin) = 752(dec),9/49,49,5,1,0
001011110001(bin) = 753(dec),9/49,49,5,1,0
001011111110(bin) = 766(dec),3/16,16,5,1,0
001011111111(bin) = 767(dec),3/16,16,5,1,0
001100000000(bin) = 768(dec),3/16,16,5,1,0
001100000001(bin) = 769(dec),3/16,16,5,1,0
001100000010(bin) = 770(dec),3/16,16,5,1,0
001100000011(bin) = 771(dec),10/53,53,1,5,0
001100000100(bin) = 772(dec),10/53,53,1,5,0
001100000101(bin) = 773(dec),10/53,53,1,5,0
001100000110(bin) = 774(dec),7/37,37,1,5,0
001100000111(bin) = 775(dec),7/37,37,1,5,0
001100001000(bin) = 776(dec),7/37,37,1,5,0
001100001001(bin) = 777(dec),7/37,37,1,5,0
001100001010(bin) = 778(dec),4/21,21,11,5,0
001100001011(bin) = 779(dec),4/21,21,11,5,0
001100001100(bin) = 780(dec),4/21,21,11,5,0
001100001101(bin) = 781(dec),4/21,21,11,5,0
001100001110(bin) = 782(dec),4/21,21,11,5,0
001100010111(bin) = 791(dec),6/31,31,1,11,0
001100011000(bin) = 792(dec),6/31,31,1,11,0
001100011001(bin) = 793(dec),6/31,31,1,11,0
001100011010(bin) = 794(dec),6/31,31,1,11,0
001100011011(bin) = 795(dec),7/36,36,1,5,0
001100011100(bin) = 796(dec),7/36,36,1,5,0
001100011101(bin) = 797(dec),7/36,36,1,5,0
001100100011(bin) = 803(dec),10/51,51,1,11,0
001100100100(bin) = 804(dec),10/51,51,1,11,0
001100100101(bin) = 805(dec),10/51,51,1,11,0
001100100110(bin) = 806(dec),10/51,51,1,11,0
001100100111(bin) = 807(dec),10/51,51,1,11,0
001100101001(bin) = 809(dec),10/51,51,1,11,0
001100101010(bin) = 810(dec),10/51,51,1,11,0
001100101100(bin) = 812(dec),1/5,5,1,5,0
001100101101(bin) = 813(dec),1/5,5,1,5,0
001100101110(bin) = 814(dec),1/5,5,1,5,0
001100110110(bin) = 822(dec),1/5,5,1,5,0
001101000100(bin) = 836(dec),10/49,49,5,1,0
001101000101(bin) = 837(dec),9/44,44,1,5,0
001101000110(bin) = 838(dec),9/44,44,1,5,0
001101000111(bin) = 839(dec),9/44,44,1,5,0
001101001110(bin) = 846(dec),6/29,29,1,5,0
001101001111(bin) = 847(dec),6/29,29,1,5,0
001101010000(bin) = 848(dec),6/29,29,1,5,0
001101010001(bin) = 849(dec),11/53,53,1,5,0
001101010010(bin) = 850(dec),11/53,53,1,5,0
001101010011(bin) = 851(dec),11/53,53,1,5,0
001101010100(bin) = 852(dec),5/24,24,5,1,0
001101010101(bin) = 853(dec),5/24,24,5,1,0
001101010110(bin) = 854(dec),5/24,24,5,1,0
001101010111(bin) = 855(dec),5/24,24,5,1,0
001101100001(bin) = 865(dec),11/52,52,1,5,0
001101100010(bin) = 866(dec),11/52,52,1,5,0
001101100011(bin) = 867(dec),11/52,52,1,5,0
001101100100(bin) = 868(dec),7/33,33,5,1,0
001101100101(bin) = 869(dec),7/33,33,5,1,0
001101100110(bin) = 870(dec),7/33,33,5,1,0
001101110001(bin) = 881(dec),11/51,51,1,11,0
001101110010(bin) = 882(dec),11/51,51,1,11,0
001101110011(bin) = 883(dec),11/51,51,1,11,0
001101110100(bin) = 884(dec),11/51,51,1,11,0
001101110101(bin) = 885(dec),8/37,37,1,5,0
001101110110(bin) = 886(dec),8/37,37,1,5,0
001101110111(bin) = 887(dec),8/37,37,1,5,0
001101111000(bin) = 888(dec),8/37,37,1,5,0
001101111111(bin) = 895(dec),7/32,32,5,1,0
001110000000(bin) = 896(dec),7/32,32,5,1,0
001110000001(bin) = 897(dec),7/32,32,5,1,0
001110000101(bin) = 901(dec),11/50,50,1,11,0
001110000110(bin) = 902(dec),11/50,50,1,11,0
001110000111(bin) = 903(dec),11/50,50,1,11,0
001110001000(bin) = 904(dec),11/50,50,1,11,0
001110001001(bin) = 905(dec),11/50,50,1,11,0
001110001010(bin) = 906(dec),2/9,9,5,1,0
001110001011(bin) = 907(dec),2/9,9,5,1,0
001110001100(bin) = 908(dec),2/9,9,5,1,0
001110001101(bin) = 909(dec),2/9,9,5,1,0
001110001110(bin) = 910(dec),2/9,9,5,1,0
001110001111(bin) = 911(dec),2/9,9,5,1,0
001110010000(bin) = 912(dec),2/9,9,5,1,0
001110010001(bin) = 913(dec),2/9,9,5,1,0
001110010010(bin) = 914(dec),2/9,9,5,1,0
001110010011(bin) = 915(dec),11/49,49,5,1,0
001110010100(bin) = 916(dec),11/49,49,5,1,0
001110010101(bin) = 917(dec),11/49,49,5,1,0
001110010110(bin) = 918(dec),11/49,49,5,1,0
001110010111(bin) = 919(dec),11/49,49,5,1,0
001110011000(bin) = 920(dec),11/49,49,5,1,0
001110011100(bin) = 924(dec),7/31,31,1,11,0
001110011110(bin) = 926(dec),7/31,31,1,11,0
001110011111(bin) = 927(dec),12/53,53,1,5,0
001110100000(bin) = 928(dec),12/53,53,1,5,0
001110100001(bin) = 929(dec),12/53,53,1,5,0
001110101010(bin) = 938(dec),11/48,48,5,1,0
001110101011(bin) = 939(dec),11/48,48,5,1,0
001110101100(bin) = 940(dec),11/48,48,5,1,0
001110101101(bin) = 941(dec),11/48,48,5,1,0
001110101110(bin) = 942(dec),3/13,13,1,5,0
001110101111(bin) = 943(dec),3/13,13,1,5,0
001110110000(bin) = 944(dec),3/13,13,1,5,0
001110110001(bin) = 945(dec),3/13,13,1,5,0
001110110010(bin) = 946(dec),3/13,13,1,5,0
001110110011(bin) = 947(dec),3/13,13,1,5,0
001110110100(bin) = 948(dec),3/13,13,1,5,0
001110111011(bin) = 955(dec),7/30,30,1,11,0
001110111100(bin) = 956(dec),7/30,30,1,11,0
001110111101(bin) = 957(dec),7/30,30,1,11,0
001111000010(bin) = 962(dec),4/17,17,5,1,0
001111000011(bin) = 963(dec),4/17,17,5,1,0
001111000100(bin) = 964(dec),4/17,17,5,1,0
001111000101(bin) = 965(dec),4/17,17,5,1,0
001111001101(bin) = 973(dec),5/21,21,11,5,0
001111001110(bin) = 974(dec),5/21,21,11,5,0
001111001111(bin) = 975(dec),5/21,21,11,5,0
001111010000(bin) = 976(dec),5/21,21,11,5,0
001111010001(bin) = 977(dec),5/21,21,11,5,0
001111010110(bin) = 982(dec),6/25,25,5,1,0
001111010111(bin) = 983(dec),6/25,25,5,1,0
001111011000(bin) = 984(dec),6/25,25,5,1,0
001111011100(bin) = 988(dec),7/29,29,1,5,0
001111011101(bin) = 989(dec),7/29,29,1,5,0
001111011110(bin) = 990(dec),7/29,29,1,5,0
001111011111(bin) = 991(dec),8/33,33,5,1,0
001111100000(bin) = 992(dec),8/33,33,5,1,0
001111100001(bin) = 993(dec),8/33,33,5,1,0
001111100010(bin) = 994(dec),8/33,33,5,1,0
001111100011(bin) = 995(dec),9/37,37,1,5,0
001111100100(bin) = 996(dec),9/37,37,1,5,0
001111100101(bin) = 997(dec),9/37,37,1,5,0
001111101001(bin) = 1001(dec),11/45,45,1,5,0
001111101010(bin) = 1002(dec),11/45,45,1,5,0
001111101011(bin) = 1003(dec),12/49,49,5,1,0
001111101100(bin) = 1004(dec),13/53,53,1,5,0
001111101101(bin) = 1005(dec),13/53,53,1,5,0
001111101110(bin) = 1006(dec),13/53,53,1,5,0
001111101111(bin) = 1007(dec),13/53,53,1,5,0
001111110000(bin) = 1008(dec),13/53,53,1,5,0
001111110001(bin) = 1009(dec),13/53,53,1,5,0
001111110010(bin) = 1010(dec),13/53,53,1,5,0
001111110011(bin) = 1011(dec),13/53,53,1,5,0
001111110100(bin) = 1012(dec),13/53,53,1,5,0
001111110101(bin) = 1013(dec),13/53,53,1,5,0
001111110110(bin) = 1014(dec),13/53,53,1,5,0
001111110111(bin) = 1015(dec),1/4,4,1,5,0
001111111000(bin) = 1016(dec),1/4,4,1,5,0
001111111001(bin) = 1017(dec),1/4,4,1,5,0
001111111010(bin) = 1018(dec),1/4,4,1,5,0
001111111011(bin) = 1019(dec),1/4,4,1,5,0
001111111100(bin) = 1020(dec),1/4,4,1,5,0
001111111101(bin) = 1021(dec),1/4,4,1,5,0
001111111110(bin) = 1022(dec),1/4,4,1,5,0
001111111111(bin) = 1023(dec),1/4,4,1,5,0
010000000001(bin) = 1025(dec),1/4,4,1,5,0
010000000010(bin) = 1026(dec),1/4,4,1,5,0
010000000011(bin) = 1027(dec),1/4,4,1,5,0
010000000100(bin) = 1028(dec),1/4,4,1,5,0
010000000101(bin) = 1029(dec),1/4,4,1,5,0
010000000110(bin) = 1030(dec),1/4,4,1,5,0
010000000111(bin) = 1031(dec),1/4,4,1,5,0
010000001000(bin) = 1032(dec),1/4,4,1,5,0
010000001001(bin) = 1033(dec),1/4,4,1,5,0
010000010100(bin) = 1044(dec),13/51,51,1,11,0
010000100000(bin) = 1056(dec),8/31,31,1,11,0
010000100001(bin) = 1057(dec),8/31,31,1,11,0
010000100010(bin) = 1058(dec),8/31,31,1,11,0
010000100011(bin) = 1059(dec),8/31,31,1,11,0
010000101000(bin) = 1064(dec),13/50,50,1,11,0
010000101001(bin) = 1065(dec),13/50,50,1,11,0
010000101010(bin) = 1066(dec),13/50,50,1,11,0
010000111000(bin) = 1080(dec),14/53,53,1,5,0
010000111001(bin) = 1081(dec),14/53,53,1,5,0
010000111010(bin) = 1082(dec),14/53,53,1,5,0
010000111011(bin) = 1083(dec),14/53,53,1,5,0
010000111110(bin) = 1086(dec),13/49,49,5,1,0
010000111111(bin) = 1087(dec),13/49,49,5,1,0
010001000000(bin) = 1088(dec),13/49,49,5,1,0
010001000001(bin) = 1089(dec),13/49,49,5,1,0
010001010001(bin) = 1105(dec),10/37,37,1,5,0
010001010010(bin) = 1106(dec),10/37,37,1,5,0
010001010011(bin) = 1107(dec),10/37,37,1,5,0
010001010100(bin) = 1108(dec),10/37,37,1,5,0
010001010101(bin) = 1109(dec),13/48,48,5,1,0
010001010110(bin) = 1110(dec),13/48,48,5,1,0
010001010111(bin) = 1111(dec),13/48,48,5,1,0
010001011000(bin) = 1112(dec),13/48,48,5,1,0
010001011001(bin) = 1113(dec),13/48,48,5,1,0
010001011010(bin) = 1114(dec),3/11,11,1,11,0
010001011011(bin) = 1115(dec),3/11,11,1,11,0
010001011100(bin) = 1116(dec),3/11,11,1,11,0
010001011101(bin) = 1117(dec),3/11,11,1,11,0
010001011110(bin) = 1118(dec),3/11,11,1,11,0
010001011111(bin) = 1119(dec),3/11,11,1,11,0
010001100000(bin) = 1120(dec),3/11,11,1,11,0
010001100001(bin) = 1121(dec),14/51,51,1,11,0
010001100010(bin) = 1122(dec),14/51,51,1,11,0
010001100011(bin) = 1123(dec),14/51,51,1,11,0
010001100100(bin) = 1124(dec),14/51,51,1,11,0
010001100101(bin) = 1125(dec),14/51,51,1,11,0
010001101001(bin) = 1129(dec),8/29,29,1,5,0
010001101010(bin) = 1130(dec),8/29,29,1,5,0
010001101011(bin) = 1131(dec),8/29,29,1,5,0
010001111001(bin) = 1145(dec),7/25,25,5,1,0
010001111010(bin) = 1146(dec),7/25,25,5,1,0
010001111011(bin) = 1147(dec),7/25,25,5,1,0
010001111100(bin) = 1148(dec),7/25,25,5,1,0
010001111101(bin) = 1149(dec),7/25,25,5,1,0
010001111110(bin) = 1150(dec),9/32,32,5,1,0
010001111111(bin) = 1151(dec),9/32,32,5,1,0
010010000000(bin) = 1152(dec),9/32,32,5,1,0
010010000001(bin) = 1153(dec),9/32,32,5,1,0
010010000111(bin) = 1159(dec),15/53,53,1,5,0
010010001000(bin) = 1160(dec),15/53,53,1,5,0
010010001001(bin) = 1161(dec),15/53,53,1,5,0
010010001010(bin) = 1162(dec),15/53,53,1,5,0
010010001011(bin) = 1163(dec),15/53,53,1,5,0
010010001100(bin) = 1164(dec),15/53,53,1,5,0
010010011000(bin) = 1176(dec),15/52,52,1,5,0
010010011001(bin) = 1177(dec),15/52,52,1,5,0
010010011010(bin) = 1178(dec),15/52,52,1,5,0
010010011011(bin) = 1179(dec),15/52,52,1,5,0
010010011100(bin) = 1180(dec),15/52,52,1,5,0
010010011101(bin) = 1181(dec),15/52,52,1,5,0
010010011110(bin) = 1182(dec),15/52,52,1,5,0
010010011111(bin) = 1183(dec),13/45,45,1,5,0
010010100000(bin) = 1184(dec),13/45,45,1,5,0
010010100100(bin) = 1188(dec),9/31,31,1,11,0
010010100101(bin) = 1189(dec),9/31,31,1,11,0
010010100110(bin) = 1190(dec),9/31,31,1,11,0
010010101010(bin) = 1194(dec),7/24,24,5,1,0
010010101011(bin) = 1195(dec),7/24,24,5,1,0
010010101100(bin) = 1196(dec),7/24,24,5,1,0
010010110010(bin) = 1202(dec),5/17,17,5,1,0
010010110011(bin) = 1203(dec),5/17,17,5,1,0
010010110100(bin) = 1204(dec),5/17,17,5,1,0
010010110101(bin) = 1205(dec),5/17,17,5,1,0
010010110110(bin) = 1206(dec),5/17,17,5,1,0
010010110111(bin) = 1207(dec),5/17,17,5,1,0
010010111000(bin) = 1208(dec),13/44,44,1,5,0
010010111001(bin) = 1209(dec),13/44,44,1,5,0
010010111010(bin) = 1210(dec),13/44,44,1,5,0
010010111011(bin) = 1211(dec),13/44,44,1,5,0
010011000000(bin) = 1216(dec),11/37,37,1,5,0
010011000010(bin) = 1218(dec),11/37,37,1,5,0
010011010010(bin) = 1234(dec),16/53,53,1,5,0
010011010011(bin) = 1235(dec),16/53,53,1,5,0
010011010100(bin) = 1236(dec),16/53,53,1,5,0
010011011000(bin) = 1240(dec),10/33,33,5,1,0
010011011001(bin) = 1241(dec),10/33,33,5,1,0
010011011010(bin) = 1242(dec),10/33,33,5,1,0
010011011011(bin) = 1243(dec),10/33,33,5,1,0
010011100010(bin) = 1250(dec),11/36,36,1,5,0
010011100011(bin) = 1251(dec),11/36,36,1,5,0
010011100100(bin) = 1252(dec),11/36,36,1,5,0
010011100101(bin) = 1253(dec),15/49,49,5,1,0
010011100110(bin) = 1254(dec),15/49,49,5,1,0
010011100111(bin) = 1255(dec),15/49,49,5,1,0
010011101000(bin) = 1256(dec),15/49,49,5,1,0
010011101001(bin) = 1257(dec),15/49,49,5,1,0
010011101010(bin) = 1258(dec),4/13,13,1,5,0
010011101011(bin) = 1259(dec),4/13,13,1,5,0
010011101100(bin) = 1260(dec),4/13,13,1,5,0
010011101101(bin) = 1261(dec),4/13,13,1,5,0
010011101110(bin) = 1262(dec),4/13,13,1,5,0
010011101111(bin) = 1263(dec),4/13,13,1,5,0
010011110110(bin) = 1270(dec),9/29,29,1,5,0
010011110111(bin) = 1271(dec),9/29,29,1,5,0
010011111000(bin) = 1272(dec),9/29,29,1,5,0
010011111001(bin) = 1273(dec),14/45,45,1,5,0
010011111010(bin) = 1274(dec),14/45,45,1,5,0
010011111011(bin) = 1275(dec),14/45,45,1,5,0
010011111100(bin) = 1276(dec),14/45,45,1,5,0
010011111101(bin) = 1277(dec),14/45,45,1,5,0
010011111110(bin) = 1278(dec),5/16,16,5,1,0
010011111111(bin) = 1279(dec),5/16,16,5,1,0
010100000000(bin) = 1280(dec),5/16,16,5,1,0
010100000001(bin) = 1281(dec),5/16,16,5,1,0
010100000010(bin) = 1282(dec),5/16,16,5,1,0
010100000011(bin) = 1283(dec),16/51,51,1,11,0
010100000100(bin) = 1284(dec),16/51,51,1,11,0
010100000101(bin) = 1285(dec),16/51,51,1,11,0
010100000110(bin) = 1286(dec),16/51,51,1,11,0
010100011101(bin) = 1309(dec),8/25,25,5,1,0
010100011110(bin) = 1310(dec),8/25,25,5,1,0
010100011111(bin) = 1311(dec),8/25,25,5,1,0
010100100000(bin) = 1312(dec),8/25,25,5,1,0
010100100001(bin) = 1313(dec),17/53,53,1,5,0
010100100010(bin) = 1314(dec),17/53,53,1,5,0
010100100011(bin) = 1315(dec),17/53,53,1,5,0
010100100100(bin) = 1316(dec),9/28,28,1,5,0
010100100101(bin) = 1317(dec),9/28,28,1,5,0
010100100110(bin) = 1318(dec),9/28,28,1,5,0
010100100111(bin) = 1319(dec),10/31,31,1,11,0
010100101000(bin) = 1320(dec),10/31,31,1,11,0
010100101001(bin) = 1321(dec),10/31,31,1,11,0
010100101010(bin) = 1322(dec),10/31,31,1,11,0
010100101011(bin) = 1323(dec),10/31,31,1,11,0
010100101111(bin) = 1327(dec),12/37,37,1,5,0
010100110000(bin) = 1328(dec),12/37,37,1,5,0
010100110001(bin) = 1329(dec),12/37,37,1,5,0
010100111001(bin) = 1337(dec),16/49,49,5,1,0
010100111010(bin) = 1338(dec),16/49,49,5,1,0
010100111011(bin) = 1339(dec),17/52,52,1,5,0
010101100100(bin) = 1380(dec),18/53,53,1,5,0
010101100101(bin) = 1381(dec),18/53,53,1,5,0
010101100110(bin) = 1382(dec),18/53,53,1,5,0
010101100111(bin) = 1383(dec),18/53,53,1,5,0
010101101000(bin) = 1384(dec),18/53,53,1,5,0
010101101001(bin) = 1385(dec),18/53,53,1,5,0
010101101010(bin) = 1386(dec),18/53,53,1,5,0
010101101011(bin) = 1387(dec),18/53,53,1,5,0
010101101101(bin) = 1389(dec),18/53,53,1,5,0
010101101110(bin) = 1390(dec),18/53,53,1,5,0
010101110000(bin) = 1392(dec),17/50,50,1,11,0
010101110001(bin) = 1393(dec),17/50,50,1,11,0
010101110100(bin) = 1396(dec),15/44,44,1,5,0
010101110101(bin) = 1397(dec),15/44,44,1,5,0
010101111111(bin) = 1407(dec),11/32,32,5,1,0
010110000000(bin) = 1408(dec),11/32,32,5,1,0
010110000001(bin) = 1409(dec),11/32,32,5,1,0
010110000010(bin) = 1410(dec),11/32,32,5,1,0
010110000100(bin) = 1412(dec),10/29,29,1,5,0
010110000101(bin) = 1413(dec),10/29,29,1,5,0
010110001100(bin) = 1420(dec),17/49,49,5,1,0
010110001101(bin) = 1421(dec),17/49,49,5,1,0
010110001110(bin) = 1422(dec),17/49,49,5,1,0
010110100000(bin) = 1440(dec),13/37,37,1,5,0
010110100100(bin) = 1444(dec),6/17,17,5,1,0
010110100110(bin) = 1446(dec),6/17,17,5,1,0
010110100111(bin) = 1447(dec),6/17,17,5,1,0
010110101000(bin) = 1448(dec),6/17,17,5,1,0
010110101010(bin) = 1450(dec),17/48,48,5,1,0
010110101011(bin) = 1451(dec),17/48,48,5,1,0
010110101100(bin) = 1452(dec),17/48,48,5,1,0
010110101111(bin) = 1455(dec),16/45,45,1,5,0
010110110000(bin) = 1456(dec),16/45,45,1,5,0
010110110001(bin) = 1457(dec),16/45,45,1,5,0
010110110011(bin) = 1459(dec),16/45,45,1,5,0
010110111010(bin) = 1466(dec),19/53,53,1,5,0
010110111011(bin) = 1467(dec),19/53,53,1,5,0
010110111100(bin) = 1468(dec),19/53,53,1,5,0
010110111101(bin) = 1469(dec),19/53,53,1,5,0
010111000001(bin) = 1473(dec),9/25,25,5,1,0
010111000010(bin) = 1474(dec),9/25,25,5,1,0
010111000011(bin) = 1475(dec),9/25,25,5,1,0
010111000101(bin) = 1477(dec),13/36,36,1,5,0
010111000110(bin) = 1478(dec),13/36,36,1,5,0
010111000111(bin) = 1479(dec),13/36,36,1,5,0
010111001000(bin) = 1480(dec),13/36,36,1,5,0
010111001110(bin) = 1486(dec),4/11,11,1,11,0
010111001111(bin) = 1487(dec),4/11,11,1,11,0
010111010000(bin) = 1488(dec),4/11,11,1,11,0
010111010001(bin) = 1489(dec),4/11,11,1,11,0
010111010010(bin) = 1490(dec),4/11,11,1,11,0
010111010011(bin) = 1491(dec),4/11,11,1,11,0
010111010100(bin) = 1492(dec),4/11,11,1,11,0
010111010101(bin) = 1493(dec),4/11,11,1,11,0
010111010110(bin) = 1494(dec),19/52,52,1,5,0
010111010111(bin) = 1495(dec),19/52,52,1,5,0
010111011000(bin) = 1496(dec),19/52,52,1,5,0
010111011101(bin) = 1501(dec),11/30,30,1,11,0
010111011110(bin) = 1502(dec),11/30,30,1,11,0
010111011111(bin) = 1503(dec),11/30,30,1,11,0
010111100000(bin) = 1504(dec),18/49,49,5,1,0
010111100001(bin) = 1505(dec),18/49,49,5,1,0
010111110110(bin) = 1526(dec),19/51,51,1,11,0
010111110111(bin) = 1527(dec),19/51,51,1,11,0
010111111000(bin) = 1528(dec),19/51,51,1,11,0
010111111001(bin) = 1529(dec),19/51,51,1,11,0
010111111010(bin) = 1530(dec),19/51,51,1,11,0
010111111011(bin) = 1531(dec),3/8,8,5,1,0
010111111100(bin) = 1532(dec),3/8,8,5,1,0
010111111101(bin) = 1533(dec),3/8,8,5,1,0
010111111110(bin) = 1534(dec),3/8,8,5,1,0
010111111111(bin) = 1535(dec),3/8,8,5,1,0
011000000000(bin) = 1536(dec),3/8,8,5,1,0
011000000001(bin) = 1537(dec),3/8,8,5,1,0
011000000010(bin) = 1538(dec),3/8,8,5,1,0
011000000011(bin) = 1539(dec),3/8,8,5,1,0
011000000100(bin) = 1540(dec),3/8,8,5,1,0
011000000101(bin) = 1541(dec),20/53,53,1,5,0
011000000110(bin) = 1542(dec),20/53,53,1,5,0
011000000111(bin) = 1543(dec),20/53,53,1,5,0
011000001000(bin) = 1544(dec),20/53,53,1,5,0
011000001001(bin) = 1545(dec),20/53,53,1,5,0
011000001010(bin) = 1546(dec),20/53,53,1,5,0
011000001011(bin) = 1547(dec),17/45,45,1,5,0
011000001100(bin) = 1548(dec),17/45,45,1,5,0
011000001101(bin) = 1549(dec),14/37,37,1,5,0
011000001110(bin) = 1550(dec),14/37,37,1,5,0
011000001111(bin) = 1551(dec),14/37,37,1,5,0
011000010000(bin) = 1552(dec),11/29,29,1,5,0
011000010001(bin) = 1553(dec),11/29,29,1,5,0
011000010010(bin) = 1554(dec),11/29,29,1,5,0
011000010011(bin) = 1555(dec),11/29,29,1,5,0
011000010100(bin) = 1556(dec),19/50,50,1,11,0
011000010101(bin) = 1557(dec),19/50,50,1,11,0
011000010110(bin) = 1558(dec),19/50,50,1,11,0
011000010111(bin) = 1559(dec),8/21,21,11,5,0
011000011000(bin) = 1560(dec),8/21,21,11,5,0
011000011010(bin) = 1562(dec),8/21,21,11,5,0
011000100101(bin) = 1573(dec),5/13,13,1,5,0
011000100110(bin) = 1574(dec),5/13,13,1,5,0
011000100111(bin) = 1575(dec),5/13,13,1,5,0
011000101000(bin) = 1576(dec),5/13,13,1,5,0
011000101001(bin) = 1577(dec),5/13,13,1,5,0
011000101010(bin) = 1578(dec),5/13,13,1,5,0
011000101011(bin) = 1579(dec),17/44,44,1,5,0
011000101100(bin) = 1580(dec),17/44,44,1,5,0
011000101101(bin) = 1581(dec),17/44,44,1,5,0
011000101110(bin) = 1582(dec),17/44,44,1,5,0
011000101111(bin) = 1583(dec),17/44,44,1,5,0
011000110000(bin) = 1584(dec),17/44,44,1,5,0
011000110001(bin) = 1585(dec),12/31,31,1,11,0
