Register Output,Fraction,Guess for r,guess1,guess2,iterations
101001011011(bin) = 2651(dec),11/17,17,5,1,0
101001011100(bin) = 2652(dec),11/17,17,5,1,0
101001100000(bin) = 2656(dec),24/37,37,1,5,0
101001110011(bin) = 2675(dec),32/49,49,5,1,0
101001110100(bin) = 2676(dec),32/49,49,5,1,0
101001111011(bin) = 2683(dec),19/29,29,1,5,0
101001111100(bin) = 2684(dec),19/29,29,1,5,0
101001111101(bin) = 2685(dec),19/29,29,1,5,0
101001111110(bin) = 2686(dec),21/32,32,5,1,0
101001111111(bin) = 2687(dec),21/32,32,5,1,0
101010000000(bin) = 2688(dec),21/32,32,5,1,0
101010000001(bin) = 2689(dec),21/32,32,5,1,0
101010001011(bin) = 2699(dec),29/44,44,1,5,0
101010001100(bin) = 2700(dec),29/44,44,1,5,0
101010001111(bin) = 2703(dec),33/50,50,1,11,0
101010010000(bin) = 2704(dec),33/50,50,1,11,0
101010010001(bin) = 2705(dec),35/53,53,1,5,0
101010010010(bin) = 2706(dec),35/53,53,1,5,0
101010010011(bin) = 2707(dec),35/53,53,1,5,0
101010010100(bin) = 2708(dec),35/53,53,1,5,0
101010010101(bin) = 2709(dec),35/53,53,1,5,0
101010010110(bin) = 2710(dec),35/53,53,1,5,0
101010010111(bin) = 2711(dec),35/53,53,1,5,0
101010011000(bin) = 2712(dec),35/53,53,1,5,0
101010011001(bin) = 2713(dec),35/53,53,1,5,0
101010011010(bin) = 2714(dec),35/53,53,1,5,0
101010011011(bin) = 2715(dec),35/53,53,1,5,0
101010011100(bin) = 2716(dec),35/53,53,1,5,0
101010011101(bin) = 2717(dec),35/53,53,1,5,0
101011000101(bin) = 2757(dec),35/52,52,1,5,0
101011000110(bin) = 2758(dec),33/49,49,5,1,0
101011000111(bin) = 2759(dec),33/49,49,5,1,0
101011001111(bin) = 2767(dec),25/37,37,1,5,0
101011010000(bin) = 2768(dec),25/37,37,1,5,0
101011010001(bin) = 2769(dec),25/37,37,1,5,0
101011010101(bin) = 2773(dec),21/31,31,1,11,0
101011010110(bin) = 2774(dec),21/31,31,1,11,0
101011010111(bin) = 2775(dec),21/31,31,1,11,0
101011011000(bin) = 2776(dec),21/31,31,1,11,0
101011011001(bin) = 2777(dec),21/31,31,1,11,0
101011011010(bin) = 2778(dec),19/28,28,1,5,0
101011011011(bin) = 2779(dec),19/28,28,1,5,0
101011011100(bin) = 2780(dec),19/28,28,1,5,0
101011011101(bin) = 2781(dec),36/53,53,1,5,0
101011011110(bin) = 2782(dec),36/53,53,1,5,0
101011011111(bin) = 2783(dec),36/53,53,1,5,0
101011100000(bin) = 2784(dec),17/25,25,5,1,0
101011100001(bin) = 2785(dec),17/25,25,5,1,0
101011100010(bin) = 2786(dec),17/25,25,5,1,0
101011100011(bin) = 2787(dec),17/25,25,5,1,0
101011111010(bin) = 2810(dec),35/51,51,1,11,0
101011111011(bin) = 2811(dec),35/51,51,1,11,0
101011111100(bin) = 2812(dec),35/51,51,1,11,0
101011111101(bin) = 2813(dec),35/51,51,1,11,0
101011111110(bin) = 2814(dec),11/16,16,5,1,0
101011111111(bin) = 2815(dec),11/16,16,5,1,0
101100000000(bin) = 2816(dec),11/16,16,5,1,0
101100000001(bin) = 2817(dec),11/16,16,5,1,0
101100000010(bin) = 2818(dec),11/16,16,5,1,0
101100000011(bin) = 2819(dec),31/45,45,1,5,0
101100000100(bin) = 2820(dec),31/45,45,1,5,0
101100000101(bin) = 2821(dec),31/45,45,1,5,0
101100000110(bin) = 2822(dec),31/45,45,1,5,0
101100000111(bin) = 2823(dec),31/45,45,1,5,0
101100001000(bin) = 2824(dec),20/29,29,1,5,0
101100001001(bin) = 2825(dec),20/29,29,1,5,0
101100001010(bin) = 2826(dec),20/29,29,1,5,0
101100010001(bin) = 2833(dec),9/13,13,1,5,0
101100010010(bin) = 2834(dec),9/13,13,1,5,0
101100010011(bin) = 2835(dec),9/13,13,1,5,0
101100010100(bin) = 2836(dec),9/13,13,1,5,0
101100010101(bin) = 2837(dec),9/13,13,1,5,0
101100010110(bin) = 2838(dec),9/13,13,1,5,0
101100010111(bin) = 2839(dec),34/49,49,5,1,0
101100011000(bin) = 2840(dec),34/49,49,5,1,0
101100011001(bin) = 2841(dec),34/49,49,5,1,0
101100011010(bin) = 2842(dec),34/49,49,5,1,0
101100011011(bin) = 2843(dec),34/49,49,5,1,0
101100011100(bin) = 2844(dec),25/36,36,1,5,0
101100011101(bin) = 2845(dec),25/36,36,1,5,0
101100011110(bin) = 2846(dec),25/36,36,1,5,0
101100100101(bin) = 2853(dec),23/33,33,5,1,0
101100100110(bin) = 2854(dec),23/33,33,5,1,0
101100100111(bin) = 2855(dec),23/33,33,5,1,0
101100101000(bin) = 2856(dec),23/33,33,5,1,0
101100101011(bin) = 2859(dec),37/53,53,1,5,0
101100101101(bin) = 2861(dec),37/53,53,1,5,0
101100111110(bin) = 2878(dec),26/37,37,1,5,0
101100111111(bin) = 2879(dec),26/37,37,1,5,0
101101000000(bin) = 2880(dec),26/37,37,1,5,0
101101000101(bin) = 2885(dec),31/44,44,1,5,0
101101000110(bin) = 2886(dec),31/44,44,1,5,0
101101000111(bin) = 2887(dec),31/44,44,1,5,0
101101001000(bin) = 2888(dec),31/44,44,1,5,0
101101001001(bin) = 2889(dec),12/17,17,5,1,0
101101001010(bin) = 2890(dec),12/17,17,5,1,0
101101001011(bin) = 2891(dec),12/17,17,5,1,0
101101001100(bin) = 2892(dec),12/17,17,5,1,0
101101001101(bin) = 2893(dec),12/17,17,5,1,0
101101001110(bin) = 2894(dec),12/17,17,5,1,0
101101010100(bin) = 2900(dec),17/24,24,5,1,0
101101010101(bin) = 2901(dec),17/24,24,5,1,0
101101010110(bin) = 2902(dec),17/24,24,5,1,0
101101011010(bin) = 2906(dec),22/31,31,1,11,0
101101011011(bin) = 2907(dec),22/31,31,1,11,0
101101011100(bin) = 2908(dec),22/31,31,1,11,0
101101100000(bin) = 2912(dec),32/45,45,1,5,0
101101100001(bin) = 2913(dec),32/45,45,1,5,0
101101100010(bin) = 2914(dec),37/52,52,1,5,0
101101100011(bin) = 2915(dec),37/52,52,1,5,0
101101100100(bin) = 2916(dec),37/52,52,1,5,0
101101100101(bin) = 2917(dec),37/52,52,1,5,0
101101100110(bin) = 2918(dec),37/52,52,1,5,0
101101100111(bin) = 2919(dec),37/52,52,1,5,0
101101101000(bin) = 2920(dec),37/52,52,1,5,0
101101110101(bin) = 2933(dec),38/53,53,1,5,0
101101110110(bin) = 2934(dec),38/53,53,1,5,0
101101110111(bin) = 2935(dec),38/53,53,1,5,0
101101111000(bin) = 2936(dec),38/53,53,1,5,0
101101111001(bin) = 2937(dec),38/53,53,1,5,0
101101111111(bin) = 2943(dec),23/32,32,5,1,0
101110000000(bin) = 2944(dec),23/32,32,5,1,0
101110000001(bin) = 2945(dec),23/32,32,5,1,0
101110000010(bin) = 2946(dec),23/32,32,5,1,0
101110000011(bin) = 2947(dec),18/25,25,5,1,0
101110000100(bin) = 2948(dec),18/25,25,5,1,0
101110000101(bin) = 2949(dec),18/25,25,5,1,0
101110000110(bin) = 2950(dec),18/25,25,5,1,0
101110000111(bin) = 2951(dec),18/25,25,5,1,0
101110010101(bin) = 2965(dec),21/29,29,1,5,0
101110010110(bin) = 2966(dec),21/29,29,1,5,0
101110010111(bin) = 2967(dec),21/29,29,1,5,0
101110011011(bin) = 2971(dec),37/51,51,1,11,0
101110011100(bin) = 2972(dec),37/51,51,1,11,0
101110011101(bin) = 2973(dec),37/51,51,1,11,0
101110011110(bin) = 2974(dec),37/51,51,1,11,0
101110011111(bin) = 2975(dec),37/51,51,1,11,0
101110100000(bin) = 2976(dec),8/11,11,1,11,0
101110100001(bin) = 2977(dec),8/11,11,1,11,0
101110100010(bin) = 2978(dec),8/11,11,1,11,0
101110100011(bin) = 2979(dec),8/11,11,1,11,0
101110100100(bin) = 2980(dec),8/11,11,1,11,0
101110100101(bin) = 2981(dec),8/11,11,1,11,0
101110100110(bin) = 2982(dec),8/11,11,1,11,0
101110100111(bin) = 2983(dec),35/48,48,5,1,0
101110101000(bin) = 2984(dec),35/48,48,5,1,0
101110101001(bin) = 2985(dec),35/48,48,5,1,0
101110101010(bin) = 2986(dec),35/48,48,5,1,0
101110101011(bin) = 2987(dec),35/48,48,5,1,0
101110101100(bin) = 2988(dec),27/37,37,1,5,0
101110101101(bin) = 2989(dec),27/37,37,1,5,0
101110101110(bin) = 2990(dec),27/37,37,1,5,0
101110101111(bin) = 2991(dec),27/37,37,1,5,0
101110111111(bin) = 3007(dec),36/49,49,5,1,0
101111000000(bin) = 3008(dec),36/49,49,5,1,0
101111000001(bin) = 3009(dec),36/49,49,5,1,0
101111000010(bin) = 3010(dec),36/49,49,5,1,0
101111000101(bin) = 3013(dec),39/53,53,1,5,0
101111000110(bin) = 3014(dec),39/53,53,1,5,0
101111000111(bin) = 3015(dec),39/53,53,1,5,0
101111001000(bin) = 3016(dec),39/53,53,1,5,0
101111010110(bin) = 3030(dec),37/50,50,1,11,0
101111010111(bin) = 3031(dec),37/50,50,1,11,0
101111011000(bin) = 3032(dec),37/50,50,1,11,0
101111011101(bin) = 3037(dec),23/31,31,1,11,0
101111011111(bin) = 3039(dec),23/31,31,1,11,0
101111100000(bin) = 3040(dec),23/31,31,1,11,0
101111101100(bin) = 3052(dec),38/51,51,1,11,0
101111110111(bin) = 3063(dec),3/4,4,1,5,0
101111111000(bin) = 3064(dec),3/4,4,1,5,0
101111111001(bin) = 3065(dec),3/4,4,1,5,0
101111111010(bin) = 3066(dec),3/4,4,1,5,0
101111111011(bin) = 3067(dec),3/4,4,1,5,0
101111111100(bin) = 3068(dec),3/4,4,1,5,0
101111111101(bin) = 3069(dec),3/4,4,1,5,0
101111111110(bin) = 3070(dec),3/4,4,1,5,0
101111111111(bin) = 3071(dec),3/4,4,1,5,0
110000000001(bin) = 3073(dec),3/4,4,1,5,0
110000000010(bin) = 3074(dec),3/4,4,1,5,0
110000000011(bin) = 3075(dec),3/4,4,1,5,0
110000000100(bin) = 3076(dec),3/4,4,1,5,0
110000000101(bin) = 3077(dec),3/4,4,1,5,0
110000000110(bin) = 3078(dec),3/4,4,1,5,0
110000000111(bin) = 3079(dec),3/4,4,1,5,0
110000001000(bin) = 3080(dec),3/4,4,1,5,0
110000001001(bin) = 3081(dec),3/4,4,1,5,0
110000001010(bin) = 3082(dec),40/53,53,1,5,0
110000001011(bin) = 3083(dec),40/53,53,1,5,0
110000001100(bin) = 3084(dec),40/53,53,1,5,0
110000001101(bin) = 3085(dec),40/53,53,1,5,0
110000001110(bin) = 3086(dec),40/53,53,1,5,0
110000001111(bin) = 3087(dec),40/53,53,1,5,0
110000010000(bin) = 3088(dec),40/53,53,1,5,0
110000010001(bin) = 3089(dec),40/53,53,1,5,0
110000010010(bin) = 3090(dec),40/53,53,1,5,0
110000010011(bin) = 3091(dec),40/53,53,1,5,0
110000010100(bin) = 3092(dec),40/53,53,1,5,0
110000010101(bin) = 3093(dec),37/49,49,5,1,0
110000010110(bin) = 3094(dec),34/45,45,1,5,0
110000010111(bin) = 3095(dec),34/45,45,1,5,0
110000011011(bin) = 3099(dec),28/37,37,1,5,0
110000011100(bin) = 3100(dec),28/37,37,1,5,0
110000011101(bin) = 3101(dec),28/37,37,1,5,0
110000011110(bin) = 3102(dec),25/33,33,5,1,0
110000011111(bin) = 3103(dec),25/33,33,5,1,0
110000100001(bin) = 3105(dec),25/33,33,5,1,0
110000100010(bin) = 3106(dec),22/29,29,1,5,0
110000100011(bin) = 3107(dec),22/29,29,1,5,0
110000100100(bin) = 3108(dec),22/29,29,1,5,0
110000101000(bin) = 3112(dec),19/25,25,5,1,0
110000101001(bin) = 3113(dec),19/25,25,5,1,0
110000101010(bin) = 3114(dec),19/25,25,5,1,0
110000101111(bin) = 3119(dec),16/21,21,11,5,0
110000110000(bin) = 3120(dec),16/21,21,11,5,0
110000110001(bin) = 3121(dec),16/21,21,11,5,0
110000110010(bin) = 3122(dec),16/21,21,11,5,0
110000110011(bin) = 3123(dec),16/21,21,11,5,0
110000111011(bin) = 3131(dec),13/17,17,5,1,0
110000111100(bin) = 3132(dec),13/17,17,5,1,0
110000111101(bin) = 3133(dec),13/17,17,5,1,0
110000111110(bin) = 3134(dec),13/17,17,5,1,0
110001000011(bin) = 3139(dec),23/30,30,1,11,0
110001000100(bin) = 3140(dec),23/30,30,1,11,0
110001000101(bin) = 3141(dec),23/30,30,1,11,0
110001001100(bin) = 3148(dec),10/13,13,1,5,0
110001001101(bin) = 3149(dec),10/13,13,1,5,0
110001001110(bin) = 3150(dec),10/13,13,1,5,0
110001001111(bin) = 3151(dec),10/13,13,1,5,0
110001010000(bin) = 3152(dec),10/13,13,1,5,0
110001010001(bin) = 3153(dec),10/13,13,1,5,0
110001010010(bin) = 3154(dec),10/13,13,1,5,0
110001010011(bin) = 3155(dec),37/48,48,5,1,0
110001010100(bin) = 3156(dec),37/48,48,5,1,0
110001010101(bin) = 3157(dec),37/48,48,5,1,0
110001010110(bin) = 3158(dec),37/48,48,5,1,0
110001011111(bin) = 3167(dec),41/53,53,1,5,0
110001100000(bin) = 3168(dec),41/53,53,1,5,0
110001100001(bin) = 3169(dec),41/53,53,1,5,0
110001100010(bin) = 3170(dec),24/31,31,1,11,0
110001100011(bin) = 3171(dec),24/31,31,1,11,0
110001100100(bin) = 3172(dec),24/31,31,1,11,0
110001101000(bin) = 3176(dec),38/49,49,5,1,0
110001101001(bin) = 3177(dec),38/49,49,5,1,0
110001101010(bin) = 3178(dec),38/49,49,5,1,0
110001101011(bin) = 3179(dec),38/49,49,5,1,0
110001101100(bin) = 3180(dec),38/49,49,5,1,0
110001101101(bin) = 3181(dec),38/49,49,5,1,0
110001101110(bin) = 3182(dec),7/9,9,5,1,0
110001101111(bin) = 3183(dec),7/9,9,5,1,0
110001110000(bin) = 3184(dec),7/9,9,5,1,0
110001110001(bin) = 3185(dec),7/9,9,5,1,0
110001110010(bin) = 3186(dec),7/9,9,5,1,0
110001110011(bin) = 3187(dec),7/9,9,5,1,0
110001110100(bin) = 3188(dec),7/9,9,5,1,0
110001110101(bin) = 3189(dec),7/9,9,5,1,0
110001110110(bin) = 3190(dec),7/9,9,5,1,0
110001110111(bin) = 3191(dec),39/50,50,1,11,0
110001111000(bin) = 3192(dec),39/50,50,1,11,0
110001111001(bin) = 3193(dec),39/50,50,1,11,0
110001111010(bin) = 3194(dec),39/50,50,1,11,0
110001111011(bin) = 3195(dec),39/50,50,1,11,0
110001111111(bin) = 3199(dec),25/32,32,5,1,0
110010000000(bin) = 3200(dec),25/32,32,5,1,0
110010000001(bin) = 3201(dec),25/32,32,5,1,0
110010001000(bin) = 3208(dec),29/37,37,1,5,0
110010001001(bin) = 3209(dec),29/37,37,1,5,0
110010001010(bin) = 3210(dec),29/37,37,1,5,0
110010001011(bin) = 3211(dec),29/37,37,1,5,0
110010001100(bin) = 3212(dec),40/51,51,1,11,0
110010001101(bin) = 3213(dec),40/51,51,1,11,0
110010001110(bin) = 3214(dec),40/51,51,1,11,0
110010001111(bin) = 3215(dec),40/51,51,1,11,0
110010011010(bin) = 3226(dec),26/33,33,5,1,0
110010011011(bin) = 3227(dec),26/33,33,5,1,0
110010011100(bin) = 3228(dec),26/33,33,5,1,0
110010011101(bin) = 3229(dec),41/52,52,1,5,0
110010011110(bin) = 3230(dec),41/52,52,1,5,0
110010011111(bin) = 3231(dec),41/52,52,1,5,0
110010101010(bin) = 3242(dec),19/24,24,5,1,0
110010101011(bin) = 3243(dec),19/24,24,5,1,0
110010101101(bin) = 3245(dec),42/53,53,1,5,0
110010101110(bin) = 3246(dec),42/53,53,1,5,0
110010101111(bin) = 3247(dec),42/53,53,1,5,0
110010110000(bin) = 3248(dec),23/29,29,1,5,0
110010110001(bin) = 3249(dec),23/29,29,1,5,0
110010111001(bin) = 3257(dec),35/44,44,1,5,0
110010111010(bin) = 3258(dec),35/44,44,1,5,0
110010111011(bin) = 3259(dec),35/44,44,1,5,0
110010111100(bin) = 3260(dec),39/49,49,5,1,0
110011000110(bin) = 3270(dec),4/5,5,1,5,0
110011000111(bin) = 3271(dec),4/5,5,1,5,0
110011001000(bin) = 3272(dec),4/5,5,1,5,0
110011010100(bin) = 3284(dec),4/5,5,1,5,0
110011010111(bin) = 3287(dec),41/51,51,1,11,0
110011011000(bin) = 3288(dec),41/51,51,1,11,0
110011011001(bin) = 3289(dec),41/51,51,1,11,0
110011011010(bin) = 3290(dec),41/51,51,1,11,0
110011011011(bin) = 3291(dec),41/51,51,1,11,0
110011011100(bin) = 3292(dec),41/51,51,1,11,0
110011011101(bin) = 3293(dec),41/51,51,1,11,0
110011100100(bin) = 3300(dec),29/36,36,1,5,0
110011100101(bin) = 3301(dec),29/36,36,1,5,0
110011100110(bin) = 3302(dec),25/31,31,1,11,0
110011100111(bin) = 3303(dec),25/31,31,1,11,0
110011101001(bin) = 3305(dec),25/31,31,1,11,0
110011110010(bin) = 3314(dec),17/21,21,11,5,0
110011110011(bin) = 3315(dec),17/21,21,11,5,0
110011110100(bin) = 3316(dec),17/21,21,11,5,0
110011110101(bin) = 3317(dec),17/21,21,11,5,0
110011110110(bin) = 3318(dec),17/21,21,11,5,0
110011110111(bin) = 3319(dec),30/37,37,1,5,0
110011111000(bin) = 3320(dec),30/37,37,1,5,0
110011111001(bin) = 3321(dec),30/37,37,1,5,0
110011111010(bin) = 3322(dec),30/37,37,1,5,0
110011111011(bin) = 3323(dec),43/53,53,1,5,0
110011111100(bin) = 3324(dec),43/53,53,1,5,0
110011111101(bin) = 3325(dec),43/53,53,1,5,0
110011111110(bin) = 3326(dec),13/16,16,5,1,0
110011111111(bin) = 3327(dec),13/16,16,5,1,0
110100000000(bin) = 3328(dec),13/16,16,5,1,0
110100000001(bin) = 3329(dec),13/16,16,5,1,0
110100000010(bin) = 3330(dec),13/16,16,5,1,0
110100001111(bin) = 3343(dec),40/49,49,5,1,0
110100010000(bin) = 3344(dec),40/49,49,5,1,0
110100010001(bin) = 3345(dec),40/49,49,5,1,0
110100010010(bin) = 3346(dec),40/49,49,5,1,0
110100010011(bin) = 3347(dec),40/49,49,5,1,0
110100010100(bin) = 3348(dec),9/11,11,1,11,0
110100010101(bin) = 3349(dec),9/11,11,1,11,0
110100010110(bin) = 3350(dec),9/11,11,1,11,0
110100010111(bin) = 3351(dec),9/11,11,1,11,0
110100011000(bin) = 3352(dec),9/11,11,1,11,0
110100011001(bin) = 3353(dec),9/11,11,1,11,0
110100011010(bin) = 3354(dec),9/11,11,1,11,0
110100011011(bin) = 3355(dec),41/50,50,1,11,0
110100011100(bin) = 3356(dec),41/50,50,1,11,0
110100011101(bin) = 3357(dec),41/50,50,1,11,0
110100011110(bin) = 3358(dec),41/50,50,1,11,0
110100011111(bin) = 3359(dec),41/50,50,1,11,0
110100100011(bin) = 3363(dec),23/28,28,1,5,0
110100100100(bin) = 3364(dec),23/28,28,1,5,0
110100100101(bin) = 3365(dec),23/28,28,1,5,0
110100100110(bin) = 3366(dec),23/28,28,1,5,0
110100100111(bin) = 3367(dec),37/45,45,1,5,0
110100101000(bin) = 3368(dec),37/45,45,1,5,0
110100101001(bin) = 3369(dec),37/45,45,1,5,0
110100101010(bin) = 3370(dec),37/45,45,1,5,0
110100101011(bin) = 3371(dec),14/17,17,5,1,0
110100101100(bin) = 3372(dec),14/17,17,5,1,0
110100101101(bin) = 3373(dec),14/17,17,5,1,0
110100101110(bin) = 3374(dec),14/17,17,5,1,0
110100101111(bin) = 3375(dec),14/17,17,5,1,0
110100110000(bin) = 3376(dec),14/17,17,5,1,0
110100111010(bin) = 3386(dec),43/52,52,1,5,0
110100111011(bin) = 3387(dec),43/52,52,1,5,0
110100111100(bin) = 3388(dec),43/52,52,1,5,0
110100111101(bin) = 3389(dec),24/29,29,1,5,0
110100111110(bin) = 3390(dec),24/29,29,1,5,0
110100111111(bin) = 3391(dec),24/29,29,1,5,0
110101001000(bin) = 3400(dec),44/53,53,1,5,0
110101001001(bin) = 3401(dec),44/53,53,1,5,0
110101001010(bin) = 3402(dec),44/53,53,1,5,0
110101001011(bin) = 3403(dec),44/53,53,1,5,0
110101001100(bin) = 3404(dec),44/53,53,1,5,0
110101001101(bin) = 3405(dec),44/53,53,1,5,0
110101001110(bin) = 3406(dec),44/53,53,1,5,0
110101100011(bin) = 3427(dec),41/49,49,5,1,0
110101100100(bin) = 3428(dec),41/49,49,5,1,0
110101100111(bin) = 3431(dec),31/37,37,1,5,0
110101101000(bin) = 3432(dec),31/37,37,1,5,0
110101101001(bin) = 3433(dec),31/37,37,1,5,0
110101101010(bin) = 3434(dec),26/31,31,1,11,0
110101101011(bin) = 3435(dec),26/31,31,1,11,0
110101101100(bin) = 3436(dec),26/31,31,1,11,0
110101101101(bin) = 3437(dec),26/31,31,1,11,0
110101101110(bin) = 3438(dec),21/25,25,5,1,0
110101101111(bin) = 3439(dec),21/25,25,5,1,0
110101110000(bin) = 3440(dec),21/25,25,5,1,0
110101110001(bin) = 3441(dec),21/25,25,5,1,0
110101110011(bin) = 3443(dec),37/44,44,1,5,0
110101110100(bin) = 3444(dec),37/44,44,1,5,0
110101110101(bin) = 3445(dec),37/44,44,1,5,0
110101110110(bin) = 3446(dec),37/44,44,1,5,0
110101111100(bin) = 3452(dec),43/51,51,1,11,0
110101111101(bin) = 3453(dec),43/51,51,1,11,0
110101111110(bin) = 3454(dec),43/51,51,1,11,0
110101111111(bin) = 3455(dec),27/32,32,5,1,0
110110000000(bin) = 3456(dec),27/32,32,5,1,0
110110000001(bin) = 3457(dec),27/32,32,5,1,0
110110000010(bin) = 3458(dec),38/45,45,1,5,0
110110000011(bin) = 3459(dec),38/45,45,1,5,0
110110000100(bin) = 3460(dec),38/45,45,1,5,0
110110000101(bin) = 3461(dec),38/45,45,1,5,0
110110000110(bin) = 3462(dec),38/45,45,1,5,0
110110001000(bin) = 3464(dec),11/13,13,1,5,0
110110001001(bin) = 3465(dec),11/13,13,1,5,0
110110001011(bin) = 3467(dec),11/13,13,1,5,0
110110001100(bin) = 3468(dec),11/13,13,1,5,0
110110001101(bin) = 3469(dec),11/13,13,1,5,0
110110101010(bin) = 3498(dec),41/48,48,5,1,0
110110101011(bin) = 3499(dec),41/48,48,5,1,0
110110111101(bin) = 3517(dec),43/50,50,1,11,0
110110111110(bin) = 3518(dec),43/50,50,1,11,0
110110111111(bin) = 3519(dec),43/50,50,1,11,0
110111000000(bin) = 3520(dec),43/50,50,1,11,0
110111000001(bin) = 3521(dec),43/50,50,1,11,0
110111000010(bin) = 3522(dec),43/50,50,1,11,0
110111000011(bin) = 3523(dec),43/50,50,1,11,0
110111000110(bin) = 3526(dec),31/36,36,1,5,0
110111000111(bin) = 3527(dec),31/36,36,1,5,0
110111001000(bin) = 3528(dec),31/36,36,1,5,0
110111001001(bin) = 3529(dec),31/36,36,1,5,0
110111001010(bin) = 3530(dec),25/29,29,1,5,0
110111001011(bin) = 3531(dec),25/29,29,1,5,0
110111001100(bin) = 3532(dec),25/29,29,1,5,0
110111001101(bin) = 3533(dec),44/51,51,1,11,0
110111001110(bin) = 3534(dec),44/51,51,1,11,0
110111001111(bin) = 3535(dec),44/51,51,1,11,0
110111010100(bin) = 3540(dec),32/37,37,1,5,0
110111010101(bin) = 3541(dec),32/37,37,1,5,0
110111010110(bin) = 3542(dec),32/37,37,1,5,0
110111010111(bin) = 3543(dec),32/37,37,1,5,0
110111011000(bin) = 3544(dec),45/52,52,1,5,0
110111011001(bin) = 3545(dec),45/52,52,1,5,0
110111011010(bin) = 3546(dec),45/52,52,1,5,0
110111011011(bin) = 3547(dec),45/52,52,1,5,0
110111100001(bin) = 3553(dec),46/53,53,1,5,0
110111100010(bin) = 3554(dec),46/53,53,1,5,0
110111100011(bin) = 3555(dec),46/53,53,1,5,0
110111100100(bin) = 3556(dec),46/53,53,1,5,0
110111101111(bin) = 3567(dec),27/31,31,1,11,0
110111110000(bin) = 3568(dec),27/31,31,1,11,0
110111110001(bin) = 3569(dec),27/31,31,1,11,0
110111111100(bin) = 3580(dec),7/8,8,5,1,0
110111111101(bin) = 3581(dec),7/8,8,5,1,0
110111111110(bin) = 3582(dec),7/8,8,5,1,0
110111111111(bin) = 3583(dec),7/8,8,5,1,0
111000000000(bin) = 3584(dec),7/8,8,5,1,0
111000000001(bin) = 3585(dec),7/8,8,5,1,0
111000000010(bin) = 3586(dec),7/8,8,5,1,0
111000000011(bin) = 3587(dec),7/8,8,5,1,0
111000000101(bin) = 3589(dec),7/8,8,5,1,0
111000000110(bin) = 3590(dec),43/49,49,5,1,0
111000000111(bin) = 3591(dec),43/49,49,5,1,0
111000001000(bin) = 3592(dec),43/49,49,5,1,0
111000001001(bin) = 3593(dec),43/49,49,5,1,0
111000001010(bin) = 3594(dec),43/49,49,5,1,0
111000001011(bin) = 3595(dec),43/49,49,5,1,0
111000001111(bin) = 3599(dec),29/33,33,5,1,0
111000010000(bin) = 3600(dec),29/33,33,5,1,0
111000010001(bin) = 3601(dec),29/33,33,5,1,0
111000010010(bin) = 3602(dec),22/25,25,5,1,0
111000010011(bin) = 3603(dec),22/25,25,5,1,0
111000010100(bin) = 3604(dec),22/25,25,5,1,0
111000010101(bin) = 3605(dec),22/25,25,5,1,0
111000010110(bin) = 3606(dec),22/25,25,5,1,0
111000011100(bin) = 3612(dec),15/17,17,5,1,0
111000011101(bin) = 3613(dec),15/17,17,5,1,0
111000011110(bin) = 3614(dec),15/17,17,5,1,0
111000011111(bin) = 3615(dec),15/17,17,5,1,0
111000100000(bin) = 3616(dec),15/17,17,5,1,0
111000101110(bin) = 3630(dec),39/44,44,1,5,0
111000101111(bin) = 3631(dec),39/44,44,1,5,0
111000110000(bin) = 3632(dec),47/53,53,1,5,0
111000110001(bin) = 3633(dec),47/53,53,1,5,0
111000110010(bin) = 3634(dec),47/53,53,1,5,0
111000110100(bin) = 3636(dec),47/53,53,1,5,0
111000110101(bin) = 3637(dec),8/9,9,5,1,0
111000110110(bin) = 3638(dec),8/9,9,5,1,0
111000110111(bin) = 3639(dec),8/9,9,5,1,0
111000111000(bin) = 3640(dec),8/9,9,5,1,0
111000111001(bin) = 3641(dec),8/9,9,5,1,0
111000111010(bin) = 3642(dec),8/9,9,5,1,0
111000111011(bin) = 3643(dec),8/9,9,5,1,0
111000111100(bin) = 3644(dec),8/9,9,5,1,0
111000111101(bin) = 3645(dec),8/9,9,5,1,0
111001000100(bin) = 3652(dec),33/37,37,1,5,0
111001000101(bin) = 3653(dec),33/37,37,1,5,0
111001000110(bin) = 3654(dec),33/37,37,1,5,0
111001000111(bin) = 3655(dec),33/37,37,1,5,0
111001001000(bin) = 3656(dec),25/28,28,1,5,0
111001001010(bin) = 3658(dec),25/28,28,1,5,0
111001010100(bin) = 3668(dec),43/48,48,5,1,0
111001010101(bin) = 3669(dec),43/48,48,5,1,0
111001010110(bin) = 3670(dec),43/48,48,5,1,0
111001010111(bin) = 3671(dec),26/29,29,1,5,0
111001011010(bin) = 3674(dec),26/29,29,1,5,0
111001011101(bin) = 3677(dec),44/49,49,5,1,0
111001110011(bin) = 3699(dec),28/31,31,1,11,0
111001110100(bin) = 3700(dec),28/31,31,1,11,0
111001110101(bin) = 3701(dec),47/52,52,1,5,0
111001110110(bin) = 3702(dec),47/52,52,1,5,0
111001110111(bin) = 3703(dec),47/52,52,1,5,0
111001111000(bin) = 3704(dec),47/52,52,1,5,0
111001111001(bin) = 3705(dec),19/21,21,11,5,0
111001111011(bin) = 3707(dec),19/21,21,11,5,0
111001111100(bin) = 3708(dec),48/53,53,1,5,0
111001111101(bin) = 3709(dec),48/53,53,1,5,0
111001111110(bin) = 3710(dec),48/53,53,1,5,0
