Register Output,Fraction,Guess for r,guess1,guess2,iterations
00101101000010(bin) = 2882(dec),3/17,17,5,1,0
00101101000011(bin) = 2883(dec),3/17,17,5,1,0
00101101000100(bin) = 2884(dec),3/17,17,5,1,0
00101101000101(bin) = 2885(dec),3/17,17,5,1,0
00101101000110(bin) = 2886(dec),3/17,17,5,1,0
00101101000111(bin) = 2887(dec),3/17,17,5,1,0
00101101001000(bin) = 2888(dec),3/17,17,5,1,0
00101101001001(bin) = 2889(dec),3/17,17,5,1,0
00101101001010(bin) = 2890(dec),3/17,17,5,1,0
00101101001011(bin) = 2891(dec),3/17,17,5,1,0
00101101001100(bin) = 2892(dec),3/17,17,5,1,0
00101101001101(bin) = 2893(dec),3/17,17,5,1,0
00101101001110(bin) = 2894(dec),3/17,17,5,1,0
00101101001111(bin) = 2895(dec),3/17,17,5,1,0
00101101010000(bin) = 2896(dec),3/17,17,5,1,0
00101101010001(bin) = 2897(dec),3/17,17,5,1,0
00101101010010(bin) = 2898(dec),3/17,17,5,1,0
00101101010011(bin) = 2899(dec),3/17,17,5,1,0
00101101010100(bin) = 2900(dec),3/17,17,5,1,0
00101101010101(bin) = 2901(dec),3/17,17,5,1,0
00101101010110(bin) = 2902(dec),3/17,17,5,1,0
00101101010111(bin) = 2903(dec),8/45,45,1,5,0
00101101011000(bin) = 2904(dec),8/45,45,1,5,0
00101101011001(bin) = 2905(dec),8/45,45,1,5,0
00101101011010(bin) = 2906(dec),8/45,45,1,5,0
00101101011011(bin) = 2907(dec),8/45,45,1,5,0
00101101011100(bin) = 2908(dec),8/45,45,1,5,0
00101101011101(bin) = 2909(dec),8/45,45,1,5,0
00101101011110(bin) = 2910(dec),8/45,45,1,5,0
00101101011111(bin) = 2911(dec),8/45,45,1,5,0
00101101100000(bin) = 2912(dec),8/45,45,1,5,0
00101101100001(bin) = 2913(dec),8/45,45,1,5,0
00101101100010(bin) = 2914(dec),8/45,45,1,5,0
00101101100011(bin) = 2915(dec),8/45,45,1,5,0
00101101100100(bin) = 2916(dec),8/45,45,1,5,0
00101101100101(bin) = 2917(dec),8/45,45,1,5,0
00101101100110(bin) = 2918(dec),8/45,45,1,5,0
00101101100111(bin) = 2919(dec),8/45,45,1,5,0
00101101101000(bin) = 2920(dec),5/28,28,1,5,0
00101101101001(bin) = 2921(dec),5/28,28,1,5,0
00101101101010(bin) = 2922(dec),5/28,28,1,5,0
00101101101011(bin) = 2923(dec),5/28,28,1,5,0
00101101101100(bin) = 2924(dec),5/28,28,1,5,0
00101101101101(bin) = 2925(dec),5/28,28,1,5,0
00101101101110(bin) = 2926(dec),5/28,28,1,5,0
00101101101111(bin) = 2927(dec),5/28,28,1,5,0
00101101110000(bin) = 2928(dec),5/28,28,1,5,0
00101101110001(bin) = 2929(dec),5/28,28,1,5,0
00101101110010(bin) = 2930(dec),5/28,28,1,5,0
00101101110011(bin) = 2931(dec),5/28,28,1,5,0
00101101110100(bin) = 2932(dec),5/28,28,1,5,0
00101101110101(bin) = 2933(dec),5/28,28,1,5,0
00101110000001(bin) = 2945(dec),9/50,50,1,11,0
00101110000010(bin) = 2946(dec),9/50,50,1,11,0
00101110000011(bin) = 2947(dec),9/50,50,1,11,0
00101110000100(bin) = 2948(dec),9/50,50,1,11,0
00101110000101(bin) = 2949(dec),9/50,50,1,11,0
00101110000110(bin) = 2950(dec),9/50,50,1,11,0
00101110000111(bin) = 2951(dec),9/50,50,1,11,0
00101110001000(bin) = 2952(dec),9/50,50,1,11,0
00101110001001(bin) = 2953(dec),9/50,50,1,11,0
00101110001010(bin) = 2954(dec),9/50,50,1,11,0
00101110001011(bin) = 2955(dec),9/50,50,1,11,0
00101110001100(bin) = 2956(dec),9/50,50,1,11,0
00101110001101(bin) = 2957(dec),9/50,50,1,11,0
00101110001110(bin) = 2958(dec),9/50,50,1,11,0
00101110001111(bin) = 2959(dec),9/50,50,1,11,0
00101110010000(bin) = 2960(dec),9/50,50,1,11,0
00101110010001(bin) = 2961(dec),9/50,50,1,11,0
00101110010010(bin) = 2962(dec),9/50,50,1,11,0
00101110010011(bin) = 2963(dec),9/50,50,1,11,0
00101110010100(bin) = 2964(dec),9/50,50,1,11,0
00101110010101(bin) = 2965(dec),2/11,11,1,11,0
00101110010110(bin) = 2966(dec),2/11,11,1,11,0
00101110010111(bin) = 2967(dec),2/11,11,1,11,0
00101110011000(bin) = 2968(dec),2/11,11,1,11,0
00101110011001(bin) = 2969(dec),2/11,11,1,11,0
00101110011010(bin) = 2970(dec),2/11,11,1,11,0
00101110011011(bin) = 2971(dec),2/11,11,1,11,0
00101110011100(bin) = 2972(dec),2/11,11,1,11,0
00101110011101(bin) = 2973(dec),2/11,11,1,11,0
00101110011110(bin) = 2974(dec),2/11,11,1,11,0
00101110011111(bin) = 2975(dec),2/11,11,1,11,0
00101110100000(bin) = 2976(dec),2/11,11,1,11,0
00101110100001(bin) = 2977(dec),2/11,11,1,11,0
00101110100010(bin) = 2978(dec),2/11,11,1,11,0
00101110100011(bin) = 2979(dec),2/11,11,1,11,0
00101110100100(bin) = 2980(dec),2/11,11,1,11,0
00101110100101(bin) = 2981(dec),2/11,11,1,11,0
00101110100110(bin) = 2982(dec),2/11,11,1,11,0
00101110100111(bin) = 2983(dec),2/11,11,1,11,0
00101110101000(bin) = 2984(dec),2/11,11,1,11,0
00101110101001(bin) = 2985(dec),2/11,11,1,11,0
00101110101010(bin) = 2986(dec),2/11,11,1,11,0
00101110101011(bin) = 2987(dec),2/11,11,1,11,0
00101110101100(bin) = 2988(dec),2/11,11,1,11,0
00101110101101(bin) = 2989(dec),2/11,11,1,11,0
00101110101110(bin) = 2990(dec),2/11,11,1,11,0
00101110101111(bin) = 2991(dec),2/11,11,1,11,0
00101110110000(bin) = 2992(dec),2/11,11,1,11,0
00101110110001(bin) = 2993(dec),2/11,11,1,11,0
00101110110010(bin) = 2994(dec),2/11,11,1,11,0
00101110110011(bin) = 2995(dec),9/49,49,5,1,0
00101110110100(bin) = 2996(dec),9/49,49,5,1,0
00101110110101(bin) = 2997(dec),9/49,49,5,1,0
00101110110110(bin) = 2998(dec),9/49,49,5,1,0
00101110110111(bin) = 2999(dec),9/49,49,5,1,0
00101110111000(bin) = 3000(dec),9/49,49,5,1,0
00101110111001(bin) = 3001(dec),9/49,49,5,1,0
00101110111010(bin) = 3002(dec),9/49,49,5,1,0
00101110111011(bin) = 3003(dec),9/49,49,5,1,0
00101110111100(bin) = 3004(dec),9/49,49,5,1,0
00101110111101(bin) = 3005(dec),9/49,49,5,1,0
00101110111110(bin) = 3006(dec),9/49,49,5,1,0
00101110111111(bin) = 3007(dec),9/49,49,5,1,0
00101111000000(bin) = 3008(dec),9/49,49,5,1,0
00101111000001(bin) = 3009(dec),9/49,49,5,1,0
00101111000010(bin) = 3010(dec),9/49,49,5,1,0
00101111000011(bin) = 3011(dec),9/49,49,5,1,0
00101111000100(bin) = 3012(dec),9/49,49,5,1,0
00101111000101(bin) = 3013(dec),9/49,49,5,1,0
00101111110101(bin) = 3061(dec),3/16,16,5,1,0
00101111110110(bin) = 3062(dec),3/16,16,5,1,0
00101111110111(bin) = 3063(dec),3/16,16,5,1,0
00101111111000(bin) = 3064(dec),3/16,16,5,1,0
00101111111001(bin) = 3065(dec),3/16,16,5,1,0
00101111111010(bin) = 3066(dec),3/16,16,5,1,0
00101111111011(bin) = 3067(dec),3/16,16,5,1,0
00101111111100(bin) = 3068(dec),3/16,16,5,1,0
00101111111101(bin) = 3069(dec),3/16,16,5,1,0
00101111111110(bin) = 3070(dec),3/16,16,5,1,0
00101111111111(bin) = 3071(dec),3/16,16,5,1,0
00110000000000(bin) = 3072(dec),3/16,16,5,1,0
00110000000001(bin) = 3073(dec),3/16,16,5,1,0
00110000000010(bin) = 3074(dec),3/16,16,5,1,0
00110000000011(bin) = 3075(dec),3/16,16,5,1,0
00110000000100(bin) = 3076(dec),3/16,16,5,1,0
00110000000101(bin) = 3077(dec),3/16,16,5,1,0
00110000000110(bin) = 3078(dec),3/16,16,5,1,0
00110000000111(bin) = 3079(dec),3/16,16,5,1,0
00110000001000(bin) = 3080(dec),3/16,16,5,1,0
00110000001001(bin) = 3081(dec),3/16,16,5,1,0
00110000001010(bin) = 3082(dec),10/53,53,1,5,0
00110000001011(bin) = 3083(dec),10/53,53,1,5,0
00110000001100(bin) = 3084(dec),10/53,53,1,5,0
00110000001101(bin) = 3085(dec),10/53,53,1,5,0
00110000001110(bin) = 3086(dec),10/53,53,1,5,0
00110000001111(bin) = 3087(dec),10/53,53,1,5,0
00110000010000(bin) = 3088(dec),10/53,53,1,5,0
00110000010001(bin) = 3089(dec),10/53,53,1,5,0
00110000010010(bin) = 3090(dec),10/53,53,1,5,0
00110000010011(bin) = 3091(dec),10/53,53,1,5,0
00110000010100(bin) = 3092(dec),10/53,53,1,5,0
00110000010101(bin) = 3093(dec),10/53,53,1,5,0
00110000010110(bin) = 3094(dec),10/53,53,1,5,0
00110000010111(bin) = 3095(dec),10/53,53,1,5,0
00110000011000(bin) = 3096(dec),7/37,37,1,5,0
00110000011001(bin) = 3097(dec),7/37,37,1,5,0
00110000011010(bin) = 3098(dec),7/37,37,1,5,0
00110000011011(bin) = 3099(dec),7/37,37,1,5,0
00110000011100(bin) = 3100(dec),7/37,37,1,5,0
00110000011101(bin) = 3101(dec),7/37,37,1,5,0
00110000011110(bin) = 3102(dec),7/37,37,1,5,0
00110000011111(bin) = 3103(dec),7/37,37,1,5,0
00110000100000(bin) = 3104(dec),7/37,37,1,5,0
00110000100001(bin) = 3105(dec),7/37,37,1,5,0
00110000100010(bin) = 3106(dec),7/37,37,1,5,0
00110000100011(bin) = 3107(dec),7/37,37,1,5,0
00110000100100(bin) = 3108(dec),7/37,37,1,5,0
00110000100101(bin) = 3109(dec),7/37,37,1,5,0
00110000100110(bin) = 3110(dec),7/37,37,1,5,0
00110000100111(bin) = 3111(dec),4/21,21,11,5,0
00110000101000(bin) = 3112(dec),4/21,21,11,5,0
00110000101001(bin) = 3113(dec),4/21,21,11,5,0
00110000101010(bin) = 3114(dec),4/21,21,11,5,0
00110000101011(bin) = 3115(dec),4/21,21,11,5,0
00110000101100(bin) = 3116(dec),4/21,21,11,5,0
00110000101101(bin) = 3117(dec),4/21,21,11,5,0
00110000101110(bin) = 3118(dec),4/21,21,11,5,0
00110000101111(bin) = 3119(dec),4/21,21,11,5,0
00110000110000(bin) = 3120(dec),4/21,21,11,5,0
00110000110001(bin) = 3121(dec),4/21,21,11,5,0
00110000110010(bin) = 3122(dec),4/21,21,11,5,0
00110000110011(bin) = 3123(dec),4/21,21,11,5,0
00110000110100(bin) = 3124(dec),4/21,21,11,5,0
00110000110101(bin) = 3125(dec),4/21,21,11,5,0
00110000110110(bin) = 3126(dec),4/21,21,11,5,0
00110000110111(bin) = 3127(dec),4/21,21,11,5,0
00110000111000(bin) = 3128(dec),4/21,21,11,5,0
00110000111001(bin) = 3129(dec),4/21,21,11,5,0
00110001011001(bin) = 3161(dec),6/31,31,1,11,0
00110001011010(bin) = 3162(dec),6/31,31,1,11,0
00110001011011(bin) = 3163(dec),6/31,31,1,11,0
00110001011100(bin) = 3164(dec),6/31,31,1,11,0
00110001011101(bin) = 3165(dec),6/31,31,1,11,0
00110001011110(bin) = 3166(dec),6/31,31,1,11,0
00110001011111(bin) = 3167(dec),6/31,31,1,11,0
00110001100000(bin) = 3168(dec),6/31,31,1,11,0
00110001100001(bin) = 3169(dec),6/31,31,1,11,0
00110001100010(bin) = 3170(dec),6/31,31,1,11,0
00110001100011(bin) = 3171(dec),6/31,31,1,11,0
00110001100100(bin) = 3172(dec),6/31,31,1,11,0
00110001100101(bin) = 3173(dec),6/31,31,1,11,0
00110001100110(bin) = 3174(dec),6/31,31,1,11,0
00110001100111(bin) = 3175(dec),6/31,31,1,11,0
00110001101000(bin) = 3176(dec),6/31,31,1,11,0
00110001101001(bin) = 3177(dec),6/31,31,1,11,0
00110001101010(bin) = 3178(dec),6/31,31,1,11,0
00110001101011(bin) = 3179(dec),7/36,36,1,5,0
00110001101100(bin) = 3180(dec),7/36,36,1,5,0
00110001101110(bin) = 3182(dec),7/36,36,1,5,0
00110001101111(bin) = 3183(dec),7/36,36,1,5,0
00110001110000(bin) = 3184(dec),7/36,36,1,5,0
00110001110001(bin) = 3185(dec),7/36,36,1,5,0
00110001110010(bin) = 3186(dec),7/36,36,1,5,0
00110001110011(bin) = 3187(dec),7/36,36,1,5,0
00110001110100(bin) = 3188(dec),7/36,36,1,5,0
00110001110101(bin) = 3189(dec),7/36,36,1,5,0
00110001110110(bin) = 3190(dec),7/36,36,1,5,0
00110001110111(bin) = 3191(dec),7/36,36,1,5,0
00110010001010(bin) = 3210(dec),10/51,51,1,11,0
00110010001011(bin) = 3211(dec),10/51,51,1,11,0
00110010001100(bin) = 3212(dec),10/51,51,1,11,0
00110010001101(bin) = 3213(dec),10/51,51,1,11,0
00110010001110(bin) = 3214(dec),10/51,51,1,11,0
00110010001111(bin) = 3215(dec),10/51,51,1,11,0
00110010010000(bin) = 3216(dec),10/51,51,1,11,0
00110010010001(bin) = 3217(dec),10/51,51,1,11,0
00110010010010(bin) = 3218(dec),10/51,51,1,11,0
00110010010011(bin) = 3219(dec),10/51,51,1,11,0
00110010010100(bin) = 3220(dec),10/51,51,1,11,0
00110010010101(bin) = 3221(dec),10/51,51,1,11,0
00110010010110(bin) = 3222(dec),10/51,51,1,11,0
00110010010111(bin) = 3223(dec),10/51,51,1,11,0
00110010011001(bin) = 3225(dec),10/51,51,1,11,0
00110010011010(bin) = 3226(dec),10/51,51,1,11,0
00110010011011(bin) = 3227(dec),10/51,51,1,11,0
00110010011100(bin) = 3228(dec),10/51,51,1,11,0
00110010011101(bin) = 3229(dec),10/51,51,1,11,0
00110010011110(bin) = 3230(dec),10/51,51,1,11,0
00110010011111(bin) = 3231(dec),10/51,51,1,11,0
00110010100000(bin) = 3232(dec),10/51,51,1,11,0
00110010100001(bin) = 3233(dec),10/51,51,1,11,0
00110010100010(bin) = 3234(dec),10/51,51,1,11,0
00110010100011(bin) = 3235(dec),10/51,51,1,11,0
00110010100100(bin) = 3236(dec),10/51,51,1,11,0
00110010100101(bin) = 3237(dec),10/51,51,1,11,0
00110010100110(bin) = 3238(dec),10/51,51,1,11,0
00110010100111(bin) = 3239(dec),10/51,51,1,11,0
00110010101000(bin) = 3240(dec),10/51,51,1,11,0
00110010101001(bin) = 3241(dec),10/51,51,1,11,0
00110010101010(bin) = 3242(dec),10/51,51,1,11,0
00110010101011(bin) = 3243(dec),10/51,51,1,11,0
00110010101100(bin) = 3244(dec),10/51,51,1,11,0
00110010101101(bin) = 3245(dec),1/5,5,1,5,0
00110010101111(bin) = 3247(dec),1/5,5,1,5,0
00110010110000(bin) = 3248(dec),1/5,5,1,5,0
00110010110010(bin) = 3250(dec),1/5,5,1,5,0
00110010110011(bin) = 3251(dec),1/5,5,1,5,0
00110010110100(bin) = 3252(dec),1/5,5,1,5,0
00110010110101(bin) = 3253(dec),1/5,5,1,5,0
00110010110110(bin) = 3254(dec),1/5,5,1,5,0
00110010110111(bin) = 3255(dec),1/5,5,1,5,0
00110010111000(bin) = 3256(dec),1/5,5,1,5,0
00110010111001(bin) = 3257(dec),1/5,5,1,5,0
00110010111011(bin) = 3259(dec),1/5,5,1,5,0
00110010111100(bin) = 3260(dec),1/5,5,1,5,0
00110010111101(bin) = 3261(dec),1/5,5,1,5,0
00110010111110(bin) = 3262(dec),1/5,5,1,5,0
00110010111111(bin) = 3263(dec),1/5,5,1,5,0
00110011000000(bin) = 3264(dec),1/5,5,1,5,0
00110011000010(bin) = 3266(dec),1/5,5,1,5,0
00110011000101(bin) = 3269(dec),1/5,5,1,5,0
00110011000110(bin) = 3270(dec),1/5,5,1,5,0
00110011010001(bin) = 3281(dec),1/5,5,1,5,0
00110011010011(bin) = 3283(dec),1/5,5,1,5,0
00110011010101(bin) = 3285(dec),1/5,5,1,5,0
00110011010110(bin) = 3286(dec),1/5,5,1,5,0
00110011010111(bin) = 3287(dec),1/5,5,1,5,0
00110011011000(bin) = 3288(dec),1/5,5,1,5,0
00110011011001(bin) = 3289(dec),1/5,5,1,5,0
00110011011010(bin) = 3290(dec),1/5,5,1,5,0
00110011011011(bin) = 3291(dec),1/5,5,1,5,0
00110011011101(bin) = 3293(dec),1/5,5,1,5,0
00110011011110(bin) = 3294(dec),1/5,5,1,5,0
00110011011111(bin) = 3295(dec),1/5,5,1,5,0
00110011100000(bin) = 3296(dec),1/5,5,1,5,0
00110011100001(bin) = 3297(dec),1/5,5,1,5,0
00110011100010(bin) = 3298(dec),1/5,5,1,5,0
00110011100011(bin) = 3299(dec),1/5,5,1,5,0
00110011100100(bin) = 3300(dec),1/5,5,1,5,0
00110011100101(bin) = 3301(dec),1/5,5,1,5,0
00110011100110(bin) = 3302(dec),1/5,5,1,5,0
00110011100111(bin) = 3303(dec),1/5,5,1,5,0
00110011101000(bin) = 3304(dec),1/5,5,1,5,0
00110011101001(bin) = 3305(dec),1/5,5,1,5,0
00110011101010(bin) = 3306(dec),1/5,5,1,5,0
00110011101011(bin) = 3307(dec),1/5,5,1,5,0
00110100001101(bin) = 3341(dec),10/49,49,5,1,0
00110100001110(bin) = 3342(dec),10/49,49,5,1,0
00110100001111(bin) = 3343(dec),10/49,49,5,1,0
00110100010000(bin) = 3344(dec),10/49,49,5,1,0
00110100010001(bin) = 3345(dec),10/49,49,5,1,0
00110100010010(bin) = 3346(dec),10/49,49,5,1,0
00110100010011(bin) = 3347(dec),10/49,49,5,1,0
00110100010100(bin) = 3348(dec),9/44,44,1,5,0
00110100010101(bin) = 3349(dec),9/44,44,1,5,0
00110100010110(bin) = 3350(dec),9/44,44,1,5,0
00110100010111(bin) = 3351(dec),9/44,44,1,5,0
00110100011000(bin) = 3352(dec),9/44,44,1,5,0
00110100011001(bin) = 3353(dec),9/44,44,1,5,0
00110100011010(bin) = 3354(dec),9/44,44,1,5,0
00110100011011(bin) = 3355(dec),9/44,44,1,5,0
00110100011100(bin) = 3356(dec),9/44,44,1,5,0
00110100110110(bin) = 3382(dec),6/29,29,1,5,0
00110100110111(bin) = 3383(dec),6/29,29,1,5,0
00110100111000(bin) = 3384(dec),6/29,29,1,5,0
00110100111001(bin) = 3385(dec),6/29,29,1,5,0
00110100111010(bin) = 3386(dec),6/29,29,1,5,0
00110100111011(bin) = 3387(dec),6/29,29,1,5,0
00110100111100(bin) = 3388(dec),6/29,29,1,5,0
00110100111101(bin) = 3389(dec),6/29,29,1,5,0
00110100111110(bin) = 3390(dec),6/29,29,1,5,0
00110100111111(bin) = 3391(dec),6/29,29,1,5,0
00110101000000(bin) = 3392(dec),6/29,29,1,5,0
00110101000001(bin) = 3393(dec),6/29,29,1,5,0
00110101000010(bin) = 3394(dec),6/29,29,1,5,0
00110101000011(bin) = 3395(dec),6/29,29,1,5,0
00110101000100(bin) = 3396(dec),11/53,53,1,5,0
00110101000101(bin) = 3397(dec),11/53,53,1,5,0
00110101000110(bin) = 3398(dec),11/53,53,1,5,0
00110101000111(bin) = 3399(dec),11/53,53,1,5,0
00110101001000(bin) = 3400(dec),11/53,53,1,5,0
00110101001001(bin) = 3401(dec),11/53,53,1,5,0
00110101001010(bin) = 3402(dec),11/53,53,1,5,0
00110101001011(bin) = 3403(dec),11/53,53,1,5,0
00110101001100(bin) = 3404(dec),11/53,53,1,5,0
00110101001101(bin) = 3405(dec),11/53,53,1,5,0
00110101001110(bin) = 3406(dec),11/53,53,1,5,0
00110101001111(bin) = 3407(dec),5/24,24,5,1,0
00110101010000(bin) = 3408(dec),5/24,24,5,1,0
00110101010001(bin) = 3409(dec),5/24,24,5,1,0
00110101010010(bin) = 3410(dec),5/24,24,5,1,0
00110101010011(bin) = 3411(dec),5/24,24,5,1,0
00110101010100(bin) = 3412(dec),5/24,24,5,1,0
00110101010101(bin) = 3413(dec),5/24,24,5,1,0
00110101010110(bin) = 3414(dec),5/24,24,5,1,0
00110101010111(bin) = 3415(dec),5/24,24,5,1,0
00110101011000(bin) = 3416(dec),5/24,24,5,1,0
00110101011001(bin) = 3417(dec),5/24,24,5,1,0
00110101011010(bin) = 3418(dec),5/24,24,5,1,0
00110101011011(bin) = 3419(dec),5/24,24,5,1,0
00110101011100(bin) = 3420(dec),5/24,24,5,1,0
00110101011101(bin) = 3421(dec),5/24,24,5,1,0
00110110000010(bin) = 3458(dec),11/52,52,1,5,0
00110110000011(bin) = 3459(dec),11/52,52,1,5,0
00110110000100(bin) = 3460(dec),11/52,52,1,5,0
00110110000101(bin) = 3461(dec),11/52,52,1,5,0
00110110000110(bin) = 3462(dec),11/52,52,1,5,0
00110110000111(bin) = 3463(dec),11/52,52,1,5,0
00110110001000(bin) = 3464(dec),11/52,52,1,5,0
00110110001001(bin) = 3465(dec),11/52,52,1,5,0
00110110001010(bin) = 3466(dec),11/52,52,1,5,0
00110110001011(bin) = 3467(dec),11/52,52,1,5,0
00110110001100(bin) = 3468(dec),11/52,52,1,5,0
00110110001101(bin) = 3469(dec),11/52,52,1,5,0
00110110001110(bin) = 3470(dec),11/52,52,1,5,0
00110110001111(bin) = 3471(dec),7/33,33,5,1,0
00110110010000(bin) = 3472(dec),7/33,33,5,1,0
00110110010001(bin) = 3473(dec),7/33,33,5,1,0
00110110010010(bin) = 3474(dec),7/33,33,5,1,0
00110110010011(bin) = 3475(dec),7/33,33,5,1,0
00110110010100(bin) = 3476(dec),7/33,33,5,1,0
00110110010101(bin) = 3477(dec),7/33,33,5,1,0
00110110010110(bin) = 3478(dec),7/33,33,5,1,0
00110110010111(bin) = 3479(dec),7/33,33,5,1,0
00110110011000(bin) = 3480(dec),7/33,33,5,1,0
00110111000011(bin) = 3523(dec),11/51,51,1,11,0
00110111000100(bin) = 3524(dec),11/51,51,1,11,0
00110111000101(bin) = 3525(dec),11/51,51,1,11,0
00110111000110(bin) = 3526(dec),11/51,51,1,11,0
00110111000111(bin) = 3527(dec),11/51,51,1,11,0
00110111001000(bin) = 3528(dec),11/51,51,1,11,0
00110111001001(bin) = 3529(dec),11/51,51,1,11,0
00110111001010(bin) = 3530(dec),11/51,51,1,11,0
00110111001011(bin) = 3531(dec),11/51,51,1,11,0
00110111001100(bin) = 3532(dec),11/51,51,1,11,0
00110111001101(bin) = 3533(dec),11/51,51,1,11,0
00110111001110(bin) = 3534(dec),11/51,51,1,11,0
00110111001111(bin) = 3535(dec),11/51,51,1,11,0
00110111010000(bin) = 3536(dec),11/51,51,1,11,0
00110111010001(bin) = 3537(dec),11/51,51,1,11,0
00110111010010(bin) = 3538(dec),11/51,51,1,11,0
00110111010011(bin) = 3539(dec),8/37,37,1,5,0
00110111010100(bin) = 3540(dec),8/37,37,1,5,0
00110111010101(bin) = 3541(dec),8/37,37,1,5,0
00110111010110(bin) = 3542(dec),8/37,37,1,5,0
00110111010111(bin) = 3543(dec),8/37,37,1,5,0
00110111011000(bin) = 3544(dec),8/37,37,1,5,0
00110111011001(bin) = 3545(dec),8/37,37,1,5,0
00110111011010(bin) = 3546(dec),8/37,37,1,5,0
00110111011011(bin) = 3547(dec),8/37,37,1,5,0
00110111011100(bin) = 3548(dec),8/37,37,1,5,0
00110111011101(bin) = 3549(dec),8/37,37,1,5,0
00110111011110(bin) = 3550(dec),8/37,37,1,5,0
00110111011111(bin) = 3551(dec),8/37,37,1,5,0
00110111100000(bin) = 3552(dec),8/37,37,1,5,0
00110111111100(bin) = 3580(dec),7/32,32,5,1,0
00110111111101(bin) = 3581(dec),7/32,32,5,1,0
00110111111110(bin) = 3582(dec),7/32,32,5,1,0
00110111111111(bin) = 3583(dec),7/32,32,5,1,0
00111000000000(bin) = 3584(dec),7/32,32,5,1,0
00111000000001(bin) = 3585(dec),7/32,32,5,1,0
00111000000010(bin) = 3586(dec),7/32,32,5,1,0
00111000000011(bin) = 3587(dec),7/32,32,5,1,0
00111000000100(bin) = 3588(dec),7/32,32,5,1,0
00111000000101(bin) = 3589(dec),7/32,32,5,1,0
00111000000110(bin) = 3590(dec),7/32,32,5,1,0
00111000010001(bin) = 3601(dec),11/50,50,1,11,0
00111000010010(bin) = 3602(dec),11/50,50,1,11,0
00111000010011(bin) = 3603(dec),11/50,50,1,11,0
00111000010100(bin) = 3604(dec),11/50,50,1,11,0
00111000010101(bin) = 3605(dec),11/50,50,1,11,0
00111000010110(bin) = 3606(dec),11/50,50,1,11,0
00111000010111(bin) = 3607(dec),11/50,50,1,11,0
00111000011000(bin) = 3608(dec),11/50,50,1,11,0
00111000011001(bin) = 3609(dec),11/50,50,1,11,0
00111000011010(bin) = 3610(dec),11/50,50,1,11,0
00111000011011(bin) = 3611(dec),11/50,50,1,11,0
00111000011100(bin) = 3612(dec),11/50,50,1,11,0
00111000011101(bin) = 3613(dec),11/50,50,1,11,0
00111000011110(bin) = 3614(dec),11/50,50,1,11,0
00111000011111(bin) = 3615(dec),11/50,50,1,11,0
00111000100000(bin) = 3616(dec),11/50,50,1,11,0
00111000100001(bin) = 3617(dec),11/50,50,1,11,0
00111000100010(bin) = 3618(dec),11/50,50,1,11,0
00111000100011(bin) = 3619(dec),11/50,50,1,11,0
00111000100100(bin) = 3620(dec),11/50,50,1,11,0
00111000100101(bin) = 3621(dec),11/50,50,1,11,0
00111000100110(bin) = 3622(dec),11/50,50,1,11,0
00111000100111(bin) = 3623(dec),2/9,9,5,1,0
00111000101000(bin) = 3624(dec),2/9,9,5,1,0
00111000101001(bin) = 3625(dec),2/9,9,5,1,0
00111000101010(bin) = 3626(dec),2/9,9,5,1,0
00111000101011(bin) = 3627(dec),2/9,9,5,1,0
00111000101100(bin) = 3628(dec),2/9,9,5,1,0
00111000101101(bin) = 3629(dec),2/9,9,5,1,0
00111000101110(bin) = 3630(dec),2/9,9,5,1,0
00111000101111(bin) = 3631(dec),2/9,9,5,1,0
00111000110000(bin) = 3632(dec),2/9,9,5,1,0
00111000110001(bin) = 3633(dec),2/9,9,5,1,0
00111000110010(bin) = 3634(dec),2/9,9,5,1,0
00111000110011(bin) = 3635(dec),2/9,9,5,1,0
00111000110100(bin) = 3636(dec),2/9,9,5,1,0
00111000110101(bin) = 3637(dec),2/9,9,5,1,0
00111000110110(bin) = 3638(dec),2/9,9,5,1,0
00111000110111(bin) = 3639(dec),2/9,9,5,1,0
00111000111000(bin) = 3640(dec),2/9,9,5,1,0
00111000111001(bin) = 3641(dec),2/9,9,5,1,0
00111000111010(bin) = 3642(dec),2/9,9,5,1,0
00111000111011(bin) = 3643(dec),2/9,9,5,1,0
00111000111100(bin) = 3644(dec),2/9,9,5,1,0
00111000111101(bin) = 3645(dec),2/9,9,5,1,0
00111000111110(bin) = 3646(dec),2/9,9,5,1,0
00111000111111(bin) = 3647(dec),2/9,9,5,1,0
00111001000000(bin) = 3648(dec),2/9,9,5,1,0
00111001000001(bin) = 3649(dec),2/9,9,5,1,0
00111001000010(bin) = 3650(dec),2/9,9,5,1,0
00111001000011(bin) = 3651(dec),2/9,9,5,1,0
00111001000100(bin) = 3652(dec),2/9,9,5,1,0
00111001000101(bin) = 3653(dec),2/9,9,5,1,0
00111001000110(bin) = 3654(dec),2/9,9,5,1,0
00111001000111(bin) = 3655(dec),2/9,9,5,1,0
00111001001000(bin) = 3656(dec),2/9,9,5,1,0
00111001001001(bin) = 3657(dec),2/9,9,5,1,0
00111001001010(bin) = 3658(dec),2/9,9,5,1,0
00111001001011(bin) = 3659(dec),2/9,9,5,1,0
00111001001100(bin) = 3660(dec),11/49,49,5,1,0
00111001001101(bin) = 3661(dec),11/49,49,5,1,0
00111001001110(bin) = 3662(dec),11/49,49,5,1,0
00111001001111(bin) = 3663(dec),11/49,49,5,1,0
