Register Output,Fraction,Guess for r,guess1,guess2,iterations
00001000011111(bin) = 543(dec),1/30,30,1,11,0
00001000100000(bin) = 544(dec),1/30,30,1,11,0
00001000100001(bin) = 545(dec),1/30,30,1,11,0
00001000100010(bin) = 546(dec),1/30,30,1,11,0
00001000100011(bin) = 547(dec),1/30,30,1,11,0
00001000100100(bin) = 548(dec),1/30,30,1,11,0
00001000100101(bin) = 549(dec),1/30,30,1,11,0
00001000100110(bin) = 550(dec),1/30,30,1,11,0
00001000100111(bin) = 551(dec),1/30,30,1,11,0
00001000101000(bin) = 552(dec),1/30,30,1,11,0
00001000101001(bin) = 553(dec),1/30,30,1,11,0
00001000101010(bin) = 554(dec),1/30,30,1,11,0
00001000101011(bin) = 555(dec),1/30,30,1,11,0
00001000101100(bin) = 556(dec),1/29,29,1,5,0
00001000101101(bin) = 557(dec),1/29,29,1,5,0
00001000101110(bin) = 558(dec),1/29,29,1,5,0
00001000101111(bin) = 559(dec),1/29,29,1,5,0
00001000110000(bin) = 560(dec),1/29,29,1,5,0
00001000110001(bin) = 561(dec),1/29,29,1,5,0
00001000110010(bin) = 562(dec),1/29,29,1,5,0
00001000110011(bin) = 563(dec),1/29,29,1,5,0
00001000110100(bin) = 564(dec),1/29,29,1,5,0
00001000110101(bin) = 565(dec),1/29,29,1,5,0
00001000110110(bin) = 566(dec),1/29,29,1,5,0
00001000110111(bin) = 567(dec),1/29,29,1,5,0
00001000111000(bin) = 568(dec),1/29,29,1,5,0
00001000111001(bin) = 569(dec),1/29,29,1,5,0
00001000111010(bin) = 570(dec),1/29,29,1,5,0
00001000111011(bin) = 571(dec),1/29,29,1,5,0
00001000111100(bin) = 572(dec),1/29,29,1,5,0
00001000111101(bin) = 573(dec),1/29,29,1,5,0
00001000111110(bin) = 574(dec),1/29,29,1,5,0
00001000111111(bin) = 575(dec),1/29,29,1,5,0
00001001000000(bin) = 576(dec),1/28,28,1,5,0
00001001000001(bin) = 577(dec),1/28,28,1,5,0
00001001000010(bin) = 578(dec),1/28,28,1,5,0
00001001000011(bin) = 579(dec),1/28,28,1,5,0
00001001000100(bin) = 580(dec),1/28,28,1,5,0
00001001000101(bin) = 581(dec),1/28,28,1,5,0
00001001000110(bin) = 582(dec),1/28,28,1,5,0
00001001000111(bin) = 583(dec),1/28,28,1,5,0
00001001001000(bin) = 584(dec),1/28,28,1,5,0
00001001001001(bin) = 585(dec),1/28,28,1,5,0
00001001001010(bin) = 586(dec),1/28,28,1,5,0
00001001001011(bin) = 587(dec),1/28,28,1,5,0
00001001001100(bin) = 588(dec),1/28,28,1,5,0
00001001001101(bin) = 589(dec),1/28,28,1,5,0
00001001001110(bin) = 590(dec),1/28,28,1,5,0
00001001100101(bin) = 613(dec),2/53,53,1,5,0
00001001100110(bin) = 614(dec),2/53,53,1,5,0
00001001100111(bin) = 615(dec),2/53,53,1,5,0
00001001101000(bin) = 616(dec),2/53,53,1,5,0
00001001101001(bin) = 617(dec),2/53,53,1,5,0
00001001101010(bin) = 618(dec),2/53,53,1,5,0
00001001101011(bin) = 619(dec),2/53,53,1,5,0
00001001101100(bin) = 620(dec),2/53,53,1,5,0
00001001101101(bin) = 621(dec),2/53,53,1,5,0
00001001101110(bin) = 622(dec),2/53,53,1,5,0
00001001101111(bin) = 623(dec),2/53,53,1,5,0
00001001110000(bin) = 624(dec),2/53,53,1,5,0
00001001111101(bin) = 637(dec),2/51,51,1,11,0
00001001111110(bin) = 638(dec),2/51,51,1,11,0
00001001111111(bin) = 639(dec),2/51,51,1,11,0
00001010000000(bin) = 640(dec),2/51,51,1,11,0
00001010000001(bin) = 641(dec),2/51,51,1,11,0
00001010000010(bin) = 642(dec),2/51,51,1,11,0
00001010000011(bin) = 643(dec),2/51,51,1,11,0
00001010000100(bin) = 644(dec),2/51,51,1,11,0
00001010000101(bin) = 645(dec),2/51,51,1,11,0
00001010000110(bin) = 646(dec),2/51,51,1,11,0
00001010000111(bin) = 647(dec),2/51,51,1,11,0
00001010001000(bin) = 648(dec),2/51,51,1,11,0
00001010001001(bin) = 649(dec),1/25,25,5,1,0
00001010001010(bin) = 650(dec),1/25,25,5,1,0
00001010001011(bin) = 651(dec),1/25,25,5,1,0
00001010001100(bin) = 652(dec),1/25,25,5,1,0
00001010001101(bin) = 653(dec),1/25,25,5,1,0
00001010001110(bin) = 654(dec),1/25,25,5,1,0
00001010001111(bin) = 655(dec),1/25,25,5,1,0
00001010010000(bin) = 656(dec),1/25,25,5,1,0
00001010010001(bin) = 657(dec),1/25,25,5,1,0
00001010010010(bin) = 658(dec),1/25,25,5,1,0
00001010010011(bin) = 659(dec),1/25,25,5,1,0
00001010010100(bin) = 660(dec),1/25,25,5,1,0
00001010010101(bin) = 661(dec),1/25,25,5,1,0
00001010010110(bin) = 662(dec),1/25,25,5,1,0
00001010010111(bin) = 663(dec),2/49,49,5,1,0
00001010011000(bin) = 664(dec),2/49,49,5,1,0
00001010011001(bin) = 665(dec),2/49,49,5,1,0
00001010011010(bin) = 666(dec),2/49,49,5,1,0
00001010011011(bin) = 667(dec),2/49,49,5,1,0
00001010011100(bin) = 668(dec),2/49,49,5,1,0
00001010011101(bin) = 669(dec),2/49,49,5,1,0
00001010011110(bin) = 670(dec),2/49,49,5,1,0
00001010011111(bin) = 671(dec),2/49,49,5,1,0
00001010100000(bin) = 672(dec),2/49,49,5,1,0
00001010100001(bin) = 673(dec),2/49,49,5,1,0
00001010100010(bin) = 674(dec),2/49,49,5,1,0
00001010100011(bin) = 675(dec),2/49,49,5,1,0
00001010100100(bin) = 676(dec),1/24,24,5,1,0
00001010100101(bin) = 677(dec),1/24,24,5,1,0
00001010100110(bin) = 678(dec),1/24,24,5,1,0
00001010100111(bin) = 679(dec),1/24,24,5,1,0
00001010101000(bin) = 680(dec),1/24,24,5,1,0
00001010101001(bin) = 681(dec),1/24,24,5,1,0
00001010101010(bin) = 682(dec),1/24,24,5,1,0
00001010101011(bin) = 683(dec),1/24,24,5,1,0
00001010101100(bin) = 684(dec),1/24,24,5,1,0
00001010101101(bin) = 685(dec),1/24,24,5,1,0
00001010101110(bin) = 686(dec),1/24,24,5,1,0
00001010101111(bin) = 687(dec),1/24,24,5,1,0
00001010110000(bin) = 688(dec),1/24,24,5,1,0
00001010110001(bin) = 689(dec),1/24,24,5,1,0
00001011010001(bin) = 721(dec),2/45,45,1,5,0
00001011010010(bin) = 722(dec),2/45,45,1,5,0
00001011010011(bin) = 723(dec),2/45,45,1,5,0
00001011010100(bin) = 724(dec),2/45,45,1,5,0
00001011010101(bin) = 725(dec),2/45,45,1,5,0
00001011010110(bin) = 726(dec),2/45,45,1,5,0
00001011010111(bin) = 727(dec),2/45,45,1,5,0
00001011011000(bin) = 728(dec),2/45,45,1,5,0
00001011011001(bin) = 729(dec),2/45,45,1,5,0
00001011011010(bin) = 730(dec),2/45,45,1,5,0
00001011011011(bin) = 731(dec),2/45,45,1,5,0
00001011011100(bin) = 732(dec),2/45,45,1,5,0
00001011011101(bin) = 733(dec),2/45,45,1,5,0
00001011011110(bin) = 734(dec),2/45,45,1,5,0
00001011011111(bin) = 735(dec),2/45,45,1,5,0
00001011100000(bin) = 736(dec),2/45,45,1,5,0
00001100000100(bin) = 772(dec),1/21,21,11,5,0
00001100000101(bin) = 773(dec),1/21,21,11,5,0
00001100000110(bin) = 774(dec),1/21,21,11,5,0
00001100000111(bin) = 775(dec),1/21,21,11,5,0
00001100001000(bin) = 776(dec),1/21,21,11,5,0
00001100001001(bin) = 777(dec),1/21,21,11,5,0
00001100001010(bin) = 778(dec),1/21,21,11,5,0
00001100001011(bin) = 779(dec),1/21,21,11,5,0
00001100001100(bin) = 780(dec),1/21,21,11,5,0
00001100001101(bin) = 781(dec),1/21,21,11,5,0
00001100001110(bin) = 782(dec),1/21,21,11,5,0
00001100001111(bin) = 783(dec),1/21,21,11,5,0
00001100010000(bin) = 784(dec),1/21,21,11,5,0
00001100010001(bin) = 785(dec),1/21,21,11,5,0
00001100010010(bin) = 786(dec),1/21,21,11,5,0
00001100010011(bin) = 787(dec),1/21,21,11,5,0
00001100010100(bin) = 788(dec),1/21,21,11,5,0
00001100101010(bin) = 810(dec),1/20,20,11,5,0
00001100101011(bin) = 811(dec),1/20,20,11,5,0
00001100101100(bin) = 812(dec),1/20,20,11,5,0
00001100101101(bin) = 813(dec),1/20,20,11,5,0
00001100111001(bin) = 825(dec),1/20,20,11,5,0
00001100111011(bin) = 827(dec),1/20,20,11,5,0
00001100111101(bin) = 829(dec),1/20,20,11,5,0
00001101101010(bin) = 874(dec),2/37,37,1,5,0
00001101101011(bin) = 875(dec),2/37,37,1,5,0
00001101101100(bin) = 876(dec),2/37,37,1,5,0
00001101101101(bin) = 877(dec),2/37,37,1,5,0
00001101101110(bin) = 878(dec),2/37,37,1,5,0
00001101101111(bin) = 879(dec),2/37,37,1,5,0
00001101110000(bin) = 880(dec),2/37,37,1,5,0
00001101110001(bin) = 881(dec),2/37,37,1,5,0
00001101110010(bin) = 882(dec),2/37,37,1,5,0
00001101110011(bin) = 883(dec),2/37,37,1,5,0
00001101110100(bin) = 884(dec),2/37,37,1,5,0
00001101110101(bin) = 885(dec),2/37,37,1,5,0
00001101110110(bin) = 886(dec),2/37,37,1,5,0
00001101110111(bin) = 887(dec),2/37,37,1,5,0
00001101111000(bin) = 888(dec),2/37,37,1,5,0
00001101111001(bin) = 889(dec),2/37,37,1,5,0
00001110010111(bin) = 919(dec),3/53,53,1,5,0
00001110011000(bin) = 920(dec),3/53,53,1,5,0
00001110011001(bin) = 921(dec),3/53,53,1,5,0
00001110011010(bin) = 922(dec),3/53,53,1,5,0
00001110011011(bin) = 923(dec),3/53,53,1,5,0
00001110011100(bin) = 924(dec),3/53,53,1,5,0
00001110011101(bin) = 925(dec),3/53,53,1,5,0
00001110011110(bin) = 926(dec),3/53,53,1,5,0
00001110011111(bin) = 927(dec),3/53,53,1,5,0
00001110100000(bin) = 928(dec),3/53,53,1,5,0
00001110100001(bin) = 929(dec),3/53,53,1,5,0
00001110100010(bin) = 930(dec),3/53,53,1,5,0
00001110100011(bin) = 931(dec),3/53,53,1,5,0
00001110101101(bin) = 941(dec),3/52,52,1,5,0
00001110101110(bin) = 942(dec),3/52,52,1,5,0
00001110101111(bin) = 943(dec),3/52,52,1,5,0
00001110110000(bin) = 944(dec),3/52,52,1,5,0
00001110110001(bin) = 945(dec),3/52,52,1,5,0
00001110110010(bin) = 946(dec),3/52,52,1,5,0
00001110110011(bin) = 947(dec),3/52,52,1,5,0
00001110110100(bin) = 948(dec),3/52,52,1,5,0
00001110110101(bin) = 949(dec),3/52,52,1,5,0
00001110110110(bin) = 950(dec),3/52,52,1,5,0
00001110110111(bin) = 951(dec),3/52,52,1,5,0
00001110111000(bin) = 952(dec),3/52,52,1,5,0
00001110111001(bin) = 953(dec),3/52,52,1,5,0
00001110111010(bin) = 954(dec),3/52,52,1,5,0
00001110111011(bin) = 955(dec),1/17,17,5,1,0
00001110111100(bin) = 956(dec),1/17,17,5,1,0
00001110111101(bin) = 957(dec),1/17,17,5,1,0
00001110111110(bin) = 958(dec),1/17,17,5,1,0
00001110111111(bin) = 959(dec),1/17,17,5,1,0
00001111000000(bin) = 960(dec),1/17,17,5,1,0
00001111000001(bin) = 961(dec),1/17,17,5,1,0
00001111000010(bin) = 962(dec),1/17,17,5,1,0
00001111000011(bin) = 963(dec),1/17,17,5,1,0
00001111000100(bin) = 964(dec),1/17,17,5,1,0
00001111000101(bin) = 965(dec),1/17,17,5,1,0
00001111000110(bin) = 966(dec),1/17,17,5,1,0
00001111000111(bin) = 967(dec),1/17,17,5,1,0
00001111001000(bin) = 968(dec),1/17,17,5,1,0
00001111001001(bin) = 969(dec),1/17,17,5,1,0
00001111001010(bin) = 970(dec),1/17,17,5,1,0
00001111001011(bin) = 971(dec),1/17,17,5,1,0
00001111001100(bin) = 972(dec),1/17,17,5,1,0
00001111001101(bin) = 973(dec),1/17,17,5,1,0
00001111001110(bin) = 974(dec),3/50,50,1,11,0
00001111001111(bin) = 975(dec),3/50,50,1,11,0
00001111010000(bin) = 976(dec),3/50,50,1,11,0
00001111010001(bin) = 977(dec),3/50,50,1,11,0
00001111010010(bin) = 978(dec),3/50,50,1,11,0
00001111010011(bin) = 979(dec),3/50,50,1,11,0
00001111010100(bin) = 980(dec),3/50,50,1,11,0
00001111010101(bin) = 981(dec),3/50,50,1,11,0
00001111010110(bin) = 982(dec),3/50,50,1,11,0
00001111010111(bin) = 983(dec),3/50,50,1,11,0
00001111011000(bin) = 984(dec),3/50,50,1,11,0
00001111011001(bin) = 985(dec),3/50,50,1,11,0
00001111011010(bin) = 986(dec),3/50,50,1,11,0
00001111011011(bin) = 987(dec),3/50,50,1,11,0
00001111011100(bin) = 988(dec),3/50,50,1,11,0
00001111011101(bin) = 989(dec),2/33,33,5,1,0
00001111011110(bin) = 990(dec),2/33,33,5,1,0
00001111011111(bin) = 991(dec),2/33,33,5,1,0
00001111100000(bin) = 992(dec),2/33,33,5,1,0
00001111100001(bin) = 993(dec),2/33,33,5,1,0
00001111100010(bin) = 994(dec),2/33,33,5,1,0
00001111100011(bin) = 995(dec),2/33,33,5,1,0
00001111100100(bin) = 996(dec),2/33,33,5,1,0
00001111100101(bin) = 997(dec),2/33,33,5,1,0
00001111100110(bin) = 998(dec),2/33,33,5,1,0
00001111100111(bin) = 999(dec),3/49,49,5,1,0
00001111101000(bin) = 1000(dec),3/49,49,5,1,0
00001111101001(bin) = 1001(dec),3/49,49,5,1,0
00001111101010(bin) = 1002(dec),3/49,49,5,1,0
00001111101011(bin) = 1003(dec),3/49,49,5,1,0
00001111101100(bin) = 1004(dec),3/49,49,5,1,0
00001111101101(bin) = 1005(dec),3/49,49,5,1,0
00001111101110(bin) = 1006(dec),3/49,49,5,1,0
00001111101111(bin) = 1007(dec),3/49,49,5,1,0
00001111110000(bin) = 1008(dec),3/49,49,5,1,0
00001111110001(bin) = 1009(dec),3/49,49,5,1,0
00001111110010(bin) = 1010(dec),3/49,49,5,1,0
00001111110011(bin) = 1011(dec),3/49,49,5,1,0
00001111110100(bin) = 1012(dec),3/49,49,5,1,0
00001111110101(bin) = 1013(dec),3/49,49,5,1,0
00001111110110(bin) = 1014(dec),1/16,16,5,1,0
00001111110111(bin) = 1015(dec),1/16,16,5,1,0
00001111111000(bin) = 1016(dec),1/16,16,5,1,0
00001111111001(bin) = 1017(dec),1/16,16,5,1,0
00001111111010(bin) = 1018(dec),1/16,16,5,1,0
00001111111011(bin) = 1019(dec),1/16,16,5,1,0
00001111111100(bin) = 1020(dec),1/16,16,5,1,0
00001111111101(bin) = 1021(dec),1/16,16,5,1,0
00001111111110(bin) = 1022(dec),1/16,16,5,1,0
00001111111111(bin) = 1023(dec),1/16,16,5,1,0
00010000000000(bin) = 1024(dec),1/16,16,5,1,0
00010000000001(bin) = 1025(dec),1/16,16,5,1,0
00010000000010(bin) = 1026(dec),1/16,16,5,1,0
00010000000011(bin) = 1027(dec),1/16,16,5,1,0
00010000000100(bin) = 1028(dec),1/16,16,5,1,0
00010000000101(bin) = 1029(dec),1/16,16,5,1,0
00010000000110(bin) = 1030(dec),1/16,16,5,1,0
00010000000111(bin) = 1031(dec),1/16,16,5,1,0
00010000001000(bin) = 1032(dec),1/16,16,5,1,0
00010000001001(bin) = 1033(dec),1/16,16,5,1,0
00010000001010(bin) = 1034(dec),1/16,16,5,1,0
00010000011100(bin) = 1052(dec),2/31,31,1,11,0
00010000011101(bin) = 1053(dec),2/31,31,1,11,0
00010000011110(bin) = 1054(dec),2/31,31,1,11,0
00010000011111(bin) = 1055(dec),2/31,31,1,11,0
00010000100000(bin) = 1056(dec),2/31,31,1,11,0
00010000100001(bin) = 1057(dec),2/31,31,1,11,0
00010000100010(bin) = 1058(dec),2/31,31,1,11,0
00010000100011(bin) = 1059(dec),2/31,31,1,11,0
00010000100100(bin) = 1060(dec),2/31,31,1,11,0
00010000100101(bin) = 1061(dec),2/31,31,1,11,0
00010000100110(bin) = 1062(dec),2/31,31,1,11,0
00010001010001(bin) = 1105(dec),3/44,44,1,5,0
00010001010010(bin) = 1106(dec),3/44,44,1,5,0
00010001010011(bin) = 1107(dec),3/44,44,1,5,0
00010001010100(bin) = 1108(dec),3/44,44,1,5,0
00010001010101(bin) = 1109(dec),3/44,44,1,5,0
00010001010110(bin) = 1110(dec),3/44,44,1,5,0
00010001010111(bin) = 1111(dec),3/44,44,1,5,0
00010001011000(bin) = 1112(dec),3/44,44,1,5,0
00010001011001(bin) = 1113(dec),3/44,44,1,5,0
00010001011010(bin) = 1114(dec),3/44,44,1,5,0
00010001011011(bin) = 1115(dec),3/44,44,1,5,0
00010001011100(bin) = 1116(dec),3/44,44,1,5,0
00010001011101(bin) = 1117(dec),3/44,44,1,5,0
00010001011110(bin) = 1118(dec),3/44,44,1,5,0
00010001011111(bin) = 1119(dec),3/44,44,1,5,0
00010001100000(bin) = 1120(dec),3/44,44,1,5,0
00010001100001(bin) = 1121(dec),3/44,44,1,5,0
00010001100010(bin) = 1122(dec),3/44,44,1,5,0
00010001100011(bin) = 1123(dec),3/44,44,1,5,0
00010001100100(bin) = 1124(dec),2/29,29,1,5,0
00010001100101(bin) = 1125(dec),2/29,29,1,5,0
00010001100110(bin) = 1126(dec),2/29,29,1,5,0
00010001100111(bin) = 1127(dec),2/29,29,1,5,0
00010001101000(bin) = 1128(dec),2/29,29,1,5,0
00010001101001(bin) = 1129(dec),2/29,29,1,5,0
00010001101010(bin) = 1130(dec),2/29,29,1,5,0
00010001101011(bin) = 1131(dec),2/29,29,1,5,0
00010001101100(bin) = 1132(dec),2/29,29,1,5,0
00010001101101(bin) = 1133(dec),2/29,29,1,5,0
00010001101110(bin) = 1134(dec),2/29,29,1,5,0
00010001101111(bin) = 1135(dec),2/29,29,1,5,0
00010001110000(bin) = 1136(dec),2/29,29,1,5,0
00010011010001(bin) = 1233(dec),4/53,53,1,5,0
00010011010010(bin) = 1234(dec),4/53,53,1,5,0
00010011010011(bin) = 1235(dec),4/53,53,1,5,0
00010011010100(bin) = 1236(dec),4/53,53,1,5,0
00010011010101(bin) = 1237(dec),4/53,53,1,5,0
00010011010110(bin) = 1238(dec),4/53,53,1,5,0
00010011010111(bin) = 1239(dec),4/53,53,1,5,0
00010011011000(bin) = 1240(dec),4/53,53,1,5,0
00010011011001(bin) = 1241(dec),4/53,53,1,5,0
00010011011010(bin) = 1242(dec),4/53,53,1,5,0
00010011011011(bin) = 1243(dec),4/53,53,1,5,0
00010011011100(bin) = 1244(dec),4/53,53,1,5,0
00010011011101(bin) = 1245(dec),4/53,53,1,5,0
00010011011110(bin) = 1246(dec),4/53,53,1,5,0
00010011011111(bin) = 1247(dec),4/53,53,1,5,0
00010011100000(bin) = 1248(dec),4/53,53,1,5,0
00010011100001(bin) = 1249(dec),1/13,13,1,5,0
00010011100010(bin) = 1250(dec),1/13,13,1,5,0
00010011100011(bin) = 1251(dec),1/13,13,1,5,0
00010011100100(bin) = 1252(dec),1/13,13,1,5,0
00010011100101(bin) = 1253(dec),1/13,13,1,5,0
00010011100110(bin) = 1254(dec),1/13,13,1,5,0
00010011100111(bin) = 1255(dec),1/13,13,1,5,0
00010011101000(bin) = 1256(dec),1/13,13,1,5,0
00010011101001(bin) = 1257(dec),1/13,13,1,5,0
00010011101010(bin) = 1258(dec),1/13,13,1,5,0
00010011101011(bin) = 1259(dec),1/13,13,1,5,0
00010011101100(bin) = 1260(dec),1/13,13,1,5,0
00010011101101(bin) = 1261(dec),1/13,13,1,5,0
00010011101110(bin) = 1262(dec),1/13,13,1,5,0
00010011101111(bin) = 1263(dec),1/13,13,1,5,0
00010011110000(bin) = 1264(dec),1/13,13,1,5,0
00010011110001(bin) = 1265(dec),1/13,13,1,5,0
00010011110010(bin) = 1266(dec),1/13,13,1,5,0
00010011110011(bin) = 1267(dec),1/13,13,1,5,0
00010011110100(bin) = 1268(dec),1/13,13,1,5,0
00010011110101(bin) = 1269(dec),1/13,13,1,5,0
00010011110110(bin) = 1270(dec),1/13,13,1,5,0
00010011110111(bin) = 1271(dec),1/13,13,1,5,0
00010011111000(bin) = 1272(dec),1/13,13,1,5,0
00010011111001(bin) = 1273(dec),4/51,51,1,11,0
00010011111010(bin) = 1274(dec),4/51,51,1,11,0
00010011111011(bin) = 1275(dec),4/51,51,1,11,0
00010011111100(bin) = 1276(dec),4/51,51,1,11,0
00010011111101(bin) = 1277(dec),4/51,51,1,11,0
00010011111110(bin) = 1278(dec),4/51,51,1,11,0
00010011111111(bin) = 1279(dec),4/51,51,1,11,0
00010100000000(bin) = 1280(dec),4/51,51,1,11,0
00010100000001(bin) = 1281(dec),4/51,51,1,11,0
00010100000010(bin) = 1282(dec),4/51,51,1,11,0
00010100000011(bin) = 1283(dec),4/51,51,1,11,0
00010100000100(bin) = 1284(dec),4/51,51,1,11,0
00010100000101(bin) = 1285(dec),4/51,51,1,11,0
00010100000110(bin) = 1286(dec),4/51,51,1,11,0
00010100000111(bin) = 1287(dec),4/51,51,1,11,0
00010100001000(bin) = 1288(dec),4/51,51,1,11,0
00010100001001(bin) = 1289(dec),4/51,51,1,11,0
00010100010111(bin) = 1303(dec),2/25,25,5,1,0
00010100011000(bin) = 1304(dec),2/25,25,5,1,0
00010100011001(bin) = 1305(dec),2/25,25,5,1,0
00010100011010(bin) = 1306(dec),2/25,25,5,1,0
00010100011011(bin) = 1307(dec),2/25,25,5,1,0
00010100011100(bin) = 1308(dec),2/25,25,5,1,0
00010100011101(bin) = 1309(dec),2/25,25,5,1,0
00010100011110(bin) = 1310(dec),2/25,25,5,1,0
00010100011111(bin) = 1311(dec),2/25,25,5,1,0
00010100100000(bin) = 1312(dec),2/25,25,5,1,0
00010100100001(bin) = 1313(dec),2/25,25,5,1,0
00010100100010(bin) = 1314(dec),2/25,25,5,1,0
00010100100011(bin) = 1315(dec),2/25,25,5,1,0
00010100100100(bin) = 1316(dec),2/25,25,5,1,0
00010100100101(bin) = 1317(dec),2/25,25,5,1,0
00010100100110(bin) = 1318(dec),2/25,25,5,1,0
00010100100111(bin) = 1319(dec),2/25,25,5,1,0
00010100101000(bin) = 1320(dec),3/37,37,1,5,0
00010100101001(bin) = 1321(dec),3/37,37,1,5,0
00010100101010(bin) = 1322(dec),3/37,37,1,5,0
00010100101011(bin) = 1323(dec),3/37,37,1,5,0
00010100101100(bin) = 1324(dec),3/37,37,1,5,0
00010100101101(bin) = 1325(dec),3/37,37,1,5,0
00010100101110(bin) = 1326(dec),3/37,37,1,5,0
00010100101111(bin) = 1327(dec),3/37,37,1,5,0
00010100110000(bin) = 1328(dec),3/37,37,1,5,0
00010100110001(bin) = 1329(dec),3/37,37,1,5,0
00010100110010(bin) = 1330(dec),3/37,37,1,5,0
00010100110011(bin) = 1331(dec),3/37,37,1,5,0
00010100110100(bin) = 1332(dec),3/37,37,1,5,0
00010100110101(bin) = 1333(dec),4/49,49,5,1,0
00010100110110(bin) = 1334(dec),4/49,49,5,1,0
00010100110111(bin) = 1335(dec),4/49,49,5,1,0
00010100111000(bin) = 1336(dec),4/49,49,5,1,0
00010100111001(bin) = 1337(dec),4/49,49,5,1,0
00010100111010(bin) = 1338(dec),4/49,49,5,1,0
00010100111011(bin) = 1339(dec),4/49,49,5,1,0
00010100111100(bin) = 1340(dec),4/49,49,5,1,0
00010100111101(bin) = 1341(dec),4/49,49,5,1,0
00010100111110(bin) = 1342(dec),4/49,49,5,1,0
00010100111111(bin) = 1343(dec),4/49,49,5,1,0
00010101000000(bin) = 1344(dec),4/49,49,5,1,0
00010101000001(bin) = 1345(dec),4/49,49,5,1,0
00010101000010(bin) = 1346(dec),4/49,49,5,1,0
00010101000011(bin) = 1347(dec),4/49,49,5,1,0
00010101000100(bin) = 1348(dec),4/49,49,5,1,0
00010101000101(bin) = 1349(dec),4/49,49,5,1,0
00010101000110(bin) = 1350(dec),4/49,49,5,1,0
00010101000111(bin) = 1351(dec),4/49,49,5,1,0
00010101001000(bin) = 1352(dec),1/12,12,1,5,0
00010101001001(bin) = 1353(dec),1/12,12,1,5,0
00010101001010(bin) = 1354(dec),1/12,12,1,5,0
00010101001011(bin) = 1355(dec),1/12,12,1,5,0
00010101001100(bin) = 1356(dec),1/12,12,1,5,0
00010101001101(bin) = 1357(dec),1/12,12,1,5,0
00010101001110(bin) = 1358(dec),1/12,12,1,5,0
00010101001111(bin) = 1359(dec),1/12,12,1,5,0
00010101010000(bin) = 1360(dec),1/12,12,1,5,0
00010101010001(bin) = 1361(dec),1/12,12,1,5,0
00010101010010(bin) = 1362(dec),1/12,12,1,5,0
00010101010011(bin) = 1363(dec),1/12,12,1,5,0
00010101010100(bin) = 1364(dec),1/12,12,1,5,0
00010101010101(bin) = 1365(dec),1/12,12,1,5,0
00010101010110(bin) = 1366(dec),1/12,12,1,5,0
00010101010111(bin) = 1367(dec),1/12,12,1,5,0
00010101011000(bin) = 1368(dec),1/12,12,1,5,0
00010101011001(bin) = 1369(dec),1/12,12,1,5,0
00010101011010(bin) = 1370(dec),1/12,12,1,5,0
00010101011011(bin) = 1371(dec),1/12,12,1,5,0
00010101011100(bin) = 1372(dec),1/12,12,1,5,0
00010101011101(bin) = 1373(dec),1/12,12,1,5,0
00010101011110(bin) = 1374(dec),1/12,12,1,5,0
00010101011111(bin) = 1375(dec),1/12,12,1,5,0
00010101100000(bin) = 1376(dec),1/12,12,1,5,0
00010101100001(bin) = 1377(dec),1/12,12,1,5,0
00010101100010(bin) = 1378(dec),1/12,12,1,5,0
00010101100011(bin) = 1379(dec),1/12,12,1,5,0
00010110101100(bin) = 1452(dec),4/45,45,1,5,0
00010110101101(bin) = 1453(dec),4/45,45,1,5,0
00010110101110(bin) = 1454(dec),4/45,45,1,5,0
00010110101111(bin) = 1455(dec),4/45,45,1,5,0
00010110110000(bin) = 1456(dec),4/45,45,1,5,0
00010110110001(bin) = 1457(dec),4/45,45,1,5,0
00010110110010(bin) = 1458(dec),4/45,45,1,5,0
00010110110011(bin) = 1459(dec),4/45,45,1,5,0
00010110110100(bin) = 1460(dec),4/45,45,1,5,0
00010110110101(bin) = 1461(dec),4/45,45,1,5,0
00010110110110(bin) = 1462(dec),4/45,45,1,5,0
00010110110111(bin) = 1463(dec),4/45,45,1,5,0
00010110111000(bin) = 1464(dec),4/45,45,1,5,0
00010110111001(bin) = 1465(dec),4/45,45,1,5,0
00010110111010(bin) = 1466(dec),4/45,45,1,5,0
00010110111011(bin) = 1467(dec),4/45,45,1,5,0
00010110111100(bin) = 1468(dec),4/45,45,1,5,0
00010110111101(bin) = 1469(dec),4/45,45,1,5,0
00010110111110(bin) = 1470(dec),4/45,45,1,5,0
00010110111111(bin) = 1471(dec),4/45,45,1,5,0
00010111000000(bin) = 1472(dec),4/45,45,1,5,0
00010111000001(bin) = 1473(dec),1/11,11,1,11,0
00010111000010(bin) = 1474(dec),1/11,11,1,11,0
00010111000011(bin) = 1475(dec),1/11,11,1,11,0
00010111000100(bin) = 1476(dec),1/11,11,1,11,0
00010111000101(bin) = 1477(dec),1/11,11,1,11,0
00010111000110(bin) = 1478(dec),1/11,11,1,11,0
00010111000111(bin) = 1479(dec),1/11,11,1,11,0
00010111001000(bin) = 1480(dec),1/11,11,1,11,0
00010111001001(bin) = 1481(dec),1/11,11,1,11,0
00010111001010(bin) = 1482(dec),1/11,11,1,11,0
00010111001011(bin) = 1483(dec),1/11,11,1,11,0
00010111001100(bin) = 1484(dec),1/11,11,1,11,0
00010111001101(bin) = 1485(dec),1/11,11,1,11,0
00010111001110(bin) = 1486(dec),1/11,11,1,11,0
00010111001111(bin) = 1487(dec),1/11,11,1,11,0
