Register Output,Fraction,Guess for r,guess1,guess2,iterations
010001010111011(bin) = 8891(dec),13/48,48,5,1,0
010001010111100(bin) = 8892(dec),13/48,48,5,1,0
010001010111101(bin) = 8893(dec),13/48,48,5,1,0
010001010111110(bin) = 8894(dec),13/48,48,5,1,0
010001010111111(bin) = 8895(dec),13/48,48,5,1,0
010001011000000(bin) = 8896(dec),13/48,48,5,1,0
010001011000001(bin) = 8897(dec),13/48,48,5,1,0
010001011000010(bin) = 8898(dec),13/48,48,5,1,0
010001011000011(bin) = 8899(dec),13/48,48,5,1,0
010001011000100(bin) = 8900(dec),13/48,48,5,1,0
010001011000101(bin) = 8901(dec),13/48,48,5,1,0
010001011000110(bin) = 8902(dec),13/48,48,5,1,0
010001011000111(bin) = 8903(dec),13/48,48,5,1,0
010001011001000(bin) = 8904(dec),13/48,48,5,1,0
010001011001001(bin) = 8905(dec),13/48,48,5,1,0
010001011001010(bin) = 8906(dec),3/11,11,1,11,0
010001011001011(bin) = 8907(dec),3/11,11,1,11,0
010001011001100(bin) = 8908(dec),3/11,11,1,11,0
010001011001101(bin) = 8909(dec),3/11,11,1,11,0
010001011001110(bin) = 8910(dec),3/11,11,1,11,0
010001011001111(bin) = 8911(dec),3/11,11,1,11,0
010001011010000(bin) = 8912(dec),3/11,11,1,11,0
010001011010001(bin) = 8913(dec),3/11,11,1,11,0
010001011010010(bin) = 8914(dec),3/11,11,1,11,0
010001011010011(bin) = 8915(dec),3/11,11,1,11,0
010001011010100(bin) = 8916(dec),3/11,11,1,11,0
010001011010101(bin) = 8917(dec),3/11,11,1,11,0
010001011010110(bin) = 8918(dec),3/11,11,1,11,0
010001011010111(bin) = 8919(dec),3/11,11,1,11,0
010001011011000(bin) = 8920(dec),3/11,11,1,11,0
010001011011001(bin) = 8921(dec),3/11,11,1,11,0
010001011011010(bin) = 8922(dec),3/11,11,1,11,0
010001011011011(bin) = 8923(dec),3/11,11,1,11,0
010001011011100(bin) = 8924(dec),3/11,11,1,11,0
010001011011101(bin) = 8925(dec),3/11,11,1,11,0
010001011011110(bin) = 8926(dec),3/11,11,1,11,0
010001011011111(bin) = 8927(dec),3/11,11,1,11,0
010001011100000(bin) = 8928(dec),3/11,11,1,11,0
010001011100001(bin) = 8929(dec),3/11,11,1,11,0
010001011100010(bin) = 8930(dec),3/11,11,1,11,0
010001011100011(bin) = 8931(dec),3/11,11,1,11,0
010001011100100(bin) = 8932(dec),3/11,11,1,11,0
010001011100101(bin) = 8933(dec),3/11,11,1,11,0
010001011100110(bin) = 8934(dec),3/11,11,1,11,0
010001011100111(bin) = 8935(dec),3/11,11,1,11,0
010001011101000(bin) = 8936(dec),3/11,11,1,11,0
010001011101001(bin) = 8937(dec),3/11,11,1,11,0
010001011101010(bin) = 8938(dec),3/11,11,1,11,0
010001011101011(bin) = 8939(dec),3/11,11,1,11,0
010001011101100(bin) = 8940(dec),3/11,11,1,11,0
010001011101101(bin) = 8941(dec),3/11,11,1,11,0
010001011101110(bin) = 8942(dec),3/11,11,1,11,0
010001011101111(bin) = 8943(dec),3/11,11,1,11,0
010001011110000(bin) = 8944(dec),3/11,11,1,11,0
010001011110001(bin) = 8945(dec),3/11,11,1,11,0
010001011110010(bin) = 8946(dec),3/11,11,1,11,0
010001011110011(bin) = 8947(dec),3/11,11,1,11,0
010001011110100(bin) = 8948(dec),3/11,11,1,11,0
010001011110101(bin) = 8949(dec),3/11,11,1,11,0
010001011110110(bin) = 8950(dec),3/11,11,1,11,0
010001011110111(bin) = 8951(dec),3/11,11,1,11,0
010001011111000(bin) = 8952(dec),3/11,11,1,11,0
010001011111001(bin) = 8953(dec),3/11,11,1,11,0
010001011111010(bin) = 8954(dec),3/11,11,1,11,0
010001011111011(bin) = 8955(dec),3/11,11,1,11,0
010001011111100(bin) = 8956(dec),3/11,11,1,11,0
010001011111101(bin) = 8957(dec),3/11,11,1,11,0
010001011111110(bin) = 8958(dec),3/11,11,1,11,0
010001011111111(bin) = 8959(dec),3/11,11,1,11,0
010001100000000(bin) = 8960(dec),3/11,11,1,11,0
010001100000001(bin) = 8961(dec),3/11,11,1,11,0
010001100000010(bin) = 8962(dec),3/11,11,1,11,0
010001100000011(bin) = 8963(dec),3/11,11,1,11,0
010001100000100(bin) = 8964(dec),3/11,11,1,11,0
010001100000101(bin) = 8965(dec),3/11,11,1,11,0
010001100000110(bin) = 8966(dec),14/51,51,1,11,0
010001100000111(bin) = 8967(dec),14/51,51,1,11,0
010001100001000(bin) = 8968(dec),14/51,51,1,11,0
010001100001001(bin) = 8969(dec),14/51,51,1,11,0
010001100001010(bin) = 8970(dec),14/51,51,1,11,0
010001100001011(bin) = 8971(dec),14/51,51,1,11,0
010001100001100(bin) = 8972(dec),14/51,51,1,11,0
010001100001101(bin) = 8973(dec),14/51,51,1,11,0
010001100001110(bin) = 8974(dec),14/51,51,1,11,0
010001100001111(bin) = 8975(dec),14/51,51,1,11,0
010001100010000(bin) = 8976(dec),14/51,51,1,11,0
010001100010001(bin) = 8977(dec),14/51,51,1,11,0
010001100010010(bin) = 8978(dec),14/51,51,1,11,0
010001100010011(bin) = 8979(dec),14/51,51,1,11,0
010001100010100(bin) = 8980(dec),14/51,51,1,11,0
010001100010101(bin) = 8981(dec),14/51,51,1,11,0
010001100010110(bin) = 8982(dec),14/51,51,1,11,0
010001100010111(bin) = 8983(dec),14/51,51,1,11,0
010001100011000(bin) = 8984(dec),14/51,51,1,11,0
010001100011001(bin) = 8985(dec),14/51,51,1,11,0
010001100011010(bin) = 8986(dec),14/51,51,1,11,0
010001100011011(bin) = 8987(dec),14/51,51,1,11,0
010001100011100(bin) = 8988(dec),14/51,51,1,11,0
010001100011101(bin) = 8989(dec),14/51,51,1,11,0
010001100011110(bin) = 8990(dec),14/51,51,1,11,0
010001100011111(bin) = 8991(dec),14/51,51,1,11,0
010001100100000(bin) = 8992(dec),14/51,51,1,11,0
010001100100001(bin) = 8993(dec),14/51,51,1,11,0
010001100100010(bin) = 8994(dec),14/51,51,1,11,0
010001100100011(bin) = 8995(dec),14/51,51,1,11,0
010001100100100(bin) = 8996(dec),14/51,51,1,11,0
010001100100101(bin) = 8997(dec),14/51,51,1,11,0
010001100100110(bin) = 8998(dec),14/51,51,1,11,0
010001100100111(bin) = 8999(dec),14/51,51,1,11,0
010001100101000(bin) = 9000(dec),14/51,51,1,11,0
010001100101001(bin) = 9001(dec),14/51,51,1,11,0
010001100101010(bin) = 9002(dec),14/51,51,1,11,0
010001100101011(bin) = 9003(dec),14/51,51,1,11,0
010001101000010(bin) = 9026(dec),8/29,29,1,5,0
010001101000011(bin) = 9027(dec),8/29,29,1,5,0
010001101000100(bin) = 9028(dec),8/29,29,1,5,0
010001101000101(bin) = 9029(dec),8/29,29,1,5,0
010001101000110(bin) = 9030(dec),8/29,29,1,5,0
010001101000111(bin) = 9031(dec),8/29,29,1,5,0
010001101001000(bin) = 9032(dec),8/29,29,1,5,0
010001101001001(bin) = 9033(dec),8/29,29,1,5,0
010001101001010(bin) = 9034(dec),8/29,29,1,5,0
010001101001011(bin) = 9035(dec),8/29,29,1,5,0
010001101001100(bin) = 9036(dec),8/29,29,1,5,0
010001101001101(bin) = 9037(dec),8/29,29,1,5,0
010001101001110(bin) = 9038(dec),8/29,29,1,5,0
010001101001111(bin) = 9039(dec),8/29,29,1,5,0
010001101010000(bin) = 9040(dec),8/29,29,1,5,0
010001101010001(bin) = 9041(dec),8/29,29,1,5,0
010001101010010(bin) = 9042(dec),8/29,29,1,5,0
010001101010011(bin) = 9043(dec),8/29,29,1,5,0
010001101010100(bin) = 9044(dec),8/29,29,1,5,0
010001101010101(bin) = 9045(dec),8/29,29,1,5,0
010001101010110(bin) = 9046(dec),8/29,29,1,5,0
010001101010111(bin) = 9047(dec),8/29,29,1,5,0
010001101011000(bin) = 9048(dec),8/29,29,1,5,0
010001101011001(bin) = 9049(dec),8/29,29,1,5,0
010001101011010(bin) = 9050(dec),8/29,29,1,5,0
010001101011011(bin) = 9051(dec),8/29,29,1,5,0
010001111001000(bin) = 9160(dec),7/25,25,5,1,0
010001111001001(bin) = 9161(dec),7/25,25,5,1,0
010001111001010(bin) = 9162(dec),7/25,25,5,1,0
010001111001011(bin) = 9163(dec),7/25,25,5,1,0
010001111001100(bin) = 9164(dec),7/25,25,5,1,0
010001111001101(bin) = 9165(dec),7/25,25,5,1,0
010001111001110(bin) = 9166(dec),7/25,25,5,1,0
010001111001111(bin) = 9167(dec),7/25,25,5,1,0
010001111010000(bin) = 9168(dec),7/25,25,5,1,0
010001111010001(bin) = 9169(dec),7/25,25,5,1,0
010001111010010(bin) = 9170(dec),7/25,25,5,1,0
010001111010011(bin) = 9171(dec),7/25,25,5,1,0
010001111010100(bin) = 9172(dec),7/25,25,5,1,0
010001111010101(bin) = 9173(dec),7/25,25,5,1,0
010001111010110(bin) = 9174(dec),7/25,25,5,1,0
010001111010111(bin) = 9175(dec),7/25,25,5,1,0
010001111011000(bin) = 9176(dec),7/25,25,5,1,0
010001111011001(bin) = 9177(dec),7/25,25,5,1,0
010001111011010(bin) = 9178(dec),7/25,25,5,1,0
010001111011011(bin) = 9179(dec),7/25,25,5,1,0
010001111011100(bin) = 9180(dec),7/25,25,5,1,0
010001111011101(bin) = 9181(dec),7/25,25,5,1,0
010001111011110(bin) = 9182(dec),7/25,25,5,1,0
010001111011111(bin) = 9183(dec),7/25,25,5,1,0
010001111100000(bin) = 9184(dec),7/25,25,5,1,0
010001111100001(bin) = 9185(dec),7/25,25,5,1,0
010001111100010(bin) = 9186(dec),7/25,25,5,1,0
010001111100011(bin) = 9187(dec),7/25,25,5,1,0
010001111100100(bin) = 9188(dec),7/25,25,5,1,0
010001111100101(bin) = 9189(dec),7/25,25,5,1,0
010001111100110(bin) = 9190(dec),7/25,25,5,1,0
010001111100111(bin) = 9191(dec),7/25,25,5,1,0
010001111101000(bin) = 9192(dec),7/25,25,5,1,0
010001111101001(bin) = 9193(dec),7/25,25,5,1,0
010001111101010(bin) = 9194(dec),7/25,25,5,1,0
010001111101011(bin) = 9195(dec),7/25,25,5,1,0
010001111101100(bin) = 9196(dec),9/32,32,5,1,0
010001111101101(bin) = 9197(dec),9/32,32,5,1,0
010001111101110(bin) = 9198(dec),9/32,32,5,1,0
010001111101111(bin) = 9199(dec),9/32,32,5,1,0
010001111110000(bin) = 9200(dec),9/32,32,5,1,0
010001111110001(bin) = 9201(dec),9/32,32,5,1,0
010001111110010(bin) = 9202(dec),9/32,32,5,1,0
010001111110011(bin) = 9203(dec),9/32,32,5,1,0
010001111110100(bin) = 9204(dec),9/32,32,5,1,0
010001111110101(bin) = 9205(dec),9/32,32,5,1,0
010001111110110(bin) = 9206(dec),9/32,32,5,1,0
010001111110111(bin) = 9207(dec),9/32,32,5,1,0
010001111111000(bin) = 9208(dec),9/32,32,5,1,0
010001111111001(bin) = 9209(dec),9/32,32,5,1,0
010001111111010(bin) = 9210(dec),9/32,32,5,1,0
010001111111011(bin) = 9211(dec),9/32,32,5,1,0
010001111111100(bin) = 9212(dec),9/32,32,5,1,0
010001111111101(bin) = 9213(dec),9/32,32,5,1,0
010001111111110(bin) = 9214(dec),9/32,32,5,1,0
010001111111111(bin) = 9215(dec),9/32,32,5,1,0
010010000000000(bin) = 9216(dec),9/32,32,5,1,0
010010000000001(bin) = 9217(dec),9/32,32,5,1,0
010010000000010(bin) = 9218(dec),9/32,32,5,1,0
010010000000011(bin) = 9219(dec),9/32,32,5,1,0
010010000000100(bin) = 9220(dec),9/32,32,5,1,0
010010000000101(bin) = 9221(dec),9/32,32,5,1,0
010010000000110(bin) = 9222(dec),9/32,32,5,1,0
010010000000111(bin) = 9223(dec),9/32,32,5,1,0
010010000001000(bin) = 9224(dec),9/32,32,5,1,0
010010000001001(bin) = 9225(dec),9/32,32,5,1,0
010010000001010(bin) = 9226(dec),9/32,32,5,1,0
010010000001011(bin) = 9227(dec),9/32,32,5,1,0
010010000001100(bin) = 9228(dec),9/32,32,5,1,0
010010000001101(bin) = 9229(dec),9/32,32,5,1,0
010010000110100(bin) = 9268(dec),15/53,53,1,5,0
010010000110101(bin) = 9269(dec),15/53,53,1,5,0
010010000110110(bin) = 9270(dec),15/53,53,1,5,0
010010000110111(bin) = 9271(dec),15/53,53,1,5,0
010010000111000(bin) = 9272(dec),15/53,53,1,5,0
010010000111001(bin) = 9273(dec),15/53,53,1,5,0
010010000111010(bin) = 9274(dec),15/53,53,1,5,0
010010000111011(bin) = 9275(dec),15/53,53,1,5,0
010010000111100(bin) = 9276(dec),15/53,53,1,5,0
010010000111101(bin) = 9277(dec),15/53,53,1,5,0
010010000111110(bin) = 9278(dec),15/53,53,1,5,0
010010000111111(bin) = 9279(dec),15/53,53,1,5,0
010010001000000(bin) = 9280(dec),15/53,53,1,5,0
010010001000001(bin) = 9281(dec),15/53,53,1,5,0
010010001000010(bin) = 9282(dec),15/53,53,1,5,0
010010001000011(bin) = 9283(dec),15/53,53,1,5,0
010010001000100(bin) = 9284(dec),15/53,53,1,5,0
010010001000101(bin) = 9285(dec),15/53,53,1,5,0
010010001000110(bin) = 9286(dec),15/53,53,1,5,0
010010001000111(bin) = 9287(dec),15/53,53,1,5,0
010010001001000(bin) = 9288(dec),15/53,53,1,5,0
010010001001001(bin) = 9289(dec),15/53,53,1,5,0
010010001001010(bin) = 9290(dec),15/53,53,1,5,0
010010001001011(bin) = 9291(dec),15/53,53,1,5,0
010010001001100(bin) = 9292(dec),15/53,53,1,5,0
010010001001101(bin) = 9293(dec),15/53,53,1,5,0
010010001001110(bin) = 9294(dec),15/53,53,1,5,0
010010001001111(bin) = 9295(dec),15/53,53,1,5,0
010010001010000(bin) = 9296(dec),15/53,53,1,5,0
010010001010001(bin) = 9297(dec),15/53,53,1,5,0
010010001010010(bin) = 9298(dec),15/53,53,1,5,0
010010001010011(bin) = 9299(dec),15/53,53,1,5,0
010010001010100(bin) = 9300(dec),15/53,53,1,5,0
010010001010101(bin) = 9301(dec),15/53,53,1,5,0
010010001010110(bin) = 9302(dec),15/53,53,1,5,0
010010001010111(bin) = 9303(dec),15/53,53,1,5,0
010010001011000(bin) = 9304(dec),15/53,53,1,5,0
010010001011001(bin) = 9305(dec),15/53,53,1,5,0
010010001011010(bin) = 9306(dec),15/53,53,1,5,0
010010001011011(bin) = 9307(dec),15/53,53,1,5,0
010010001011100(bin) = 9308(dec),15/53,53,1,5,0
010010001011101(bin) = 9309(dec),15/53,53,1,5,0
010010001011110(bin) = 9310(dec),15/53,53,1,5,0
010010001011111(bin) = 9311(dec),15/53,53,1,5,0
010010001100000(bin) = 9312(dec),15/53,53,1,5,0
010010001100001(bin) = 9313(dec),15/53,53,1,5,0
010010001100010(bin) = 9314(dec),15/53,53,1,5,0
010010001100011(bin) = 9315(dec),15/53,53,1,5,0
010010001100100(bin) = 9316(dec),15/53,53,1,5,0
010010001100101(bin) = 9317(dec),15/53,53,1,5,0
010010001100110(bin) = 9318(dec),15/53,53,1,5,0
010010011000000(bin) = 9408(dec),15/52,52,1,5,0
010010011000001(bin) = 9409(dec),15/52,52,1,5,0
010010011000010(bin) = 9410(dec),15/52,52,1,5,0
010010011000011(bin) = 9411(dec),15/52,52,1,5,0
010010011000100(bin) = 9412(dec),15/52,52,1,5,0
010010011000101(bin) = 9413(dec),15/52,52,1,5,0
010010011000110(bin) = 9414(dec),15/52,52,1,5,0
010010011000111(bin) = 9415(dec),15/52,52,1,5,0
010010011001000(bin) = 9416(dec),15/52,52,1,5,0
010010011001001(bin) = 9417(dec),15/52,52,1,5,0
010010011001010(bin) = 9418(dec),15/52,52,1,5,0
010010011001011(bin) = 9419(dec),15/52,52,1,5,0
010010011001100(bin) = 9420(dec),15/52,52,1,5,0
010010011001101(bin) = 9421(dec),15/52,52,1,5,0
010010011001110(bin) = 9422(dec),15/52,52,1,5,0
010010011001111(bin) = 9423(dec),15/52,52,1,5,0
010010011010000(bin) = 9424(dec),15/52,52,1,5,0
010010011010001(bin) = 9425(dec),15/52,52,1,5,0
010010011010010(bin) = 9426(dec),15/52,52,1,5,0
010010011010011(bin) = 9427(dec),15/52,52,1,5,0
010010011010100(bin) = 9428(dec),15/52,52,1,5,0
010010011010101(bin) = 9429(dec),15/52,52,1,5,0
010010011010110(bin) = 9430(dec),15/52,52,1,5,0
010010011010111(bin) = 9431(dec),15/52,52,1,5,0
010010011011000(bin) = 9432(dec),15/52,52,1,5,0
010010011011001(bin) = 9433(dec),15/52,52,1,5,0
010010011011010(bin) = 9434(dec),15/52,52,1,5,0
010010011011011(bin) = 9435(dec),15/52,52,1,5,0
010010011011100(bin) = 9436(dec),15/52,52,1,5,0
010010011011101(bin) = 9437(dec),15/52,52,1,5,0
010010011011110(bin) = 9438(dec),15/52,52,1,5,0
010010011011111(bin) = 9439(dec),15/52,52,1,5,0
010010011100000(bin) = 9440(dec),15/52,52,1,5,0
010010011100001(bin) = 9441(dec),15/52,52,1,5,0
010010011100010(bin) = 9442(dec),15/52,52,1,5,0
010010011100011(bin) = 9443(dec),15/52,52,1,5,0
010010011100100(bin) = 9444(dec),15/52,52,1,5,0
010010011100101(bin) = 9445(dec),15/52,52,1,5,0
010010011100110(bin) = 9446(dec),15/52,52,1,5,0
010010011100111(bin) = 9447(dec),15/52,52,1,5,0
010010011101000(bin) = 9448(dec),15/52,52,1,5,0
010010011101001(bin) = 9449(dec),15/52,52,1,5,0
010010011101010(bin) = 9450(dec),15/52,52,1,5,0
010010011101011(bin) = 9451(dec),15/52,52,1,5,0
010010011101100(bin) = 9452(dec),15/52,52,1,5,0
010010011101101(bin) = 9453(dec),15/52,52,1,5,0
010010011101110(bin) = 9454(dec),15/52,52,1,5,0
010010011101111(bin) = 9455(dec),15/52,52,1,5,0
010010011110000(bin) = 9456(dec),15/52,52,1,5,0
010010011110001(bin) = 9457(dec),15/52,52,1,5,0
010010011110010(bin) = 9458(dec),15/52,52,1,5,0
010010011110011(bin) = 9459(dec),15/52,52,1,5,0
010010011110100(bin) = 9460(dec),13/45,45,1,5,0
010010011110101(bin) = 9461(dec),13/45,45,1,5,0
010010011110110(bin) = 9462(dec),13/45,45,1,5,0
010010011110111(bin) = 9463(dec),13/45,45,1,5,0
010010011111000(bin) = 9464(dec),13/45,45,1,5,0
010010011111001(bin) = 9465(dec),13/45,45,1,5,0
010010011111010(bin) = 9466(dec),13/45,45,1,5,0
010010011111011(bin) = 9467(dec),13/45,45,1,5,0
010010011111100(bin) = 9468(dec),13/45,45,1,5,0
010010011111101(bin) = 9469(dec),13/45,45,1,5,0
010010011111110(bin) = 9470(dec),13/45,45,1,5,0
010010011111111(bin) = 9471(dec),13/45,45,1,5,0
010010100000000(bin) = 9472(dec),13/45,45,1,5,0
010010100000001(bin) = 9473(dec),13/45,45,1,5,0
010010100000010(bin) = 9474(dec),13/45,45,1,5,0
010010100000011(bin) = 9475(dec),13/45,45,1,5,0
010010100011100(bin) = 9500(dec),9/31,31,1,11,0
010010100011101(bin) = 9501(dec),9/31,31,1,11,0
010010100011110(bin) = 9502(dec),9/31,31,1,11,0
010010100011111(bin) = 9503(dec),9/31,31,1,11,0
010010100100000(bin) = 9504(dec),9/31,31,1,11,0
010010100100001(bin) = 9505(dec),9/31,31,1,11,0
010010100100010(bin) = 9506(dec),9/31,31,1,11,0
010010100100011(bin) = 9507(dec),9/31,31,1,11,0
010010100100100(bin) = 9508(dec),9/31,31,1,11,0
010010100100101(bin) = 9509(dec),9/31,31,1,11,0
010010100100110(bin) = 9510(dec),9/31,31,1,11,0
010010100100111(bin) = 9511(dec),9/31,31,1,11,0
010010100101000(bin) = 9512(dec),9/31,31,1,11,0
010010100101001(bin) = 9513(dec),9/31,31,1,11,0
010010100101010(bin) = 9514(dec),9/31,31,1,11,0
010010100101011(bin) = 9515(dec),9/31,31,1,11,0
010010100101100(bin) = 9516(dec),9/31,31,1,11,0
010010100101101(bin) = 9517(dec),9/31,31,1,11,0
010010100101110(bin) = 9518(dec),9/31,31,1,11,0
010010100101111(bin) = 9519(dec),9/31,31,1,11,0
010010100110000(bin) = 9520(dec),9/31,31,1,11,0
010010100110001(bin) = 9521(dec),9/31,31,1,11,0
010010100110010(bin) = 9522(dec),9/31,31,1,11,0
010010101001001(bin) = 9545(dec),7/24,24,5,1,0
010010101001010(bin) = 9546(dec),7/24,24,5,1,0
010010101001011(bin) = 9547(dec),7/24,24,5,1,0
010010101001100(bin) = 9548(dec),7/24,24,5,1,0
010010101001101(bin) = 9549(dec),7/24,24,5,1,0
010010101001110(bin) = 9550(dec),7/24,24,5,1,0
010010101001111(bin) = 9551(dec),7/24,24,5,1,0
010010101010000(bin) = 9552(dec),7/24,24,5,1,0
010010101010001(bin) = 9553(dec),7/24,24,5,1,0
010010101010010(bin) = 9554(dec),7/24,24,5,1,0
010010101010011(bin) = 9555(dec),7/24,24,5,1,0
010010101010100(bin) = 9556(dec),7/24,24,5,1,0
010010101010101(bin) = 9557(dec),7/24,24,5,1,0
010010101010110(bin) = 9558(dec),7/24,24,5,1,0
010010101010111(bin) = 9559(dec),7/24,24,5,1,0
010010101011000(bin) = 9560(dec),7/24,24,5,1,0
010010101011001(bin) = 9561(dec),7/24,24,5,1,0
010010101011010(bin) = 9562(dec),7/24,24,5,1,0
010010101011011(bin) = 9563(dec),7/24,24,5,1,0
010010101011100(bin) = 9564(dec),7/24,24,5,1,0
010010101011101(bin) = 9565(dec),7/24,24,5,1,0
010010101011110(bin) = 9566(dec),7/24,24,5,1,0
010010101011111(bin) = 9567(dec),7/24,24,5,1,0
010010101100000(bin) = 9568(dec),7/24,24,5,1,0
010010101100001(bin) = 9569(dec),7/24,24,5,1,0
010010101100010(bin) = 9570(dec),7/24,24,5,1,0
010010101100011(bin) = 9571(dec),7/24,24,5,1,0
010010101100100(bin) = 9572(dec),7/24,24,5,1,0
010010101100101(bin) = 9573(dec),7/24,24,5,1,0
010010110001111(bin) = 9615(dec),5/17,17,5,1,0
010010110010000(bin) = 9616(dec),5/17,17,5,1,0
010010110010001(bin) = 9617(dec),5/17,17,5,1,0
010010110010010(bin) = 9618(dec),5/17,17,5,1,0
010010110010011(bin) = 9619(dec),5/17,17,5,1,0
010010110010100(bin) = 9620(dec),5/17,17,5,1,0
010010110010101(bin) = 9621(dec),5/17,17,5,1,0
010010110010110(bin) = 9622(dec),5/17,17,5,1,0
010010110010111(bin) = 9623(dec),5/17,17,5,1,0
010010110011000(bin) = 9624(dec),5/17,17,5,1,0
010010110011001(bin) = 9625(dec),5/17,17,5,1,0
010010110011010(bin) = 9626(dec),5/17,17,5,1,0
010010110011011(bin) = 9627(dec),5/17,17,5,1,0
010010110011100(bin) = 9628(dec),5/17,17,5,1,0
010010110011101(bin) = 9629(dec),5/17,17,5,1,0
010010110011110(bin) = 9630(dec),5/17,17,5,1,0
010010110011111(bin) = 9631(dec),5/17,17,5,1,0
010010110100000(bin) = 9632(dec),5/17,17,5,1,0
010010110100001(bin) = 9633(dec),5/17,17,5,1,0
010010110100010(bin) = 9634(dec),5/17,17,5,1,0
010010110100011(bin) = 9635(dec),5/17,17,5,1,0
010010110100100(bin) = 9636(dec),5/17,17,5,1,0
010010110100101(bin) = 9637(dec),5/17,17,5,1,0
010010110100110(bin) = 9638(dec),5/17,17,5,1,0
010010110100111(bin) = 9639(dec),5/17,17,5,1,0
010010110101000(bin) = 9640(dec),5/17,17,5,1,0
010010110101001(bin) = 9641(dec),5/17,17,5,1,0
010010110101010(bin) = 9642(dec),5/17,17,5,1,0
010010110101011(bin) = 9643(dec),5/17,17,5,1,0
010010110101100(bin) = 9644(dec),5/17,17,5,1,0
010010110101101(bin) = 9645(dec),5/17,17,5,1,0
010010110101110(bin) = 9646(dec),5/17,17,5,1,0
010010110101111(bin) = 9647(dec),5/17,17,5,1,0
010010110110000(bin) = 9648(dec),5/17,17,5,1,0
010010110110001(bin) = 9649(dec),5/17,17,5,1,0
010010110110010(bin) = 9650(dec),5/17,17,5,1,0
010010110110011(bin) = 9651(dec),5/17,17,5,1,0
010010110110100(bin) = 9652(dec),5/17,17,5,1,0
010010110110101(bin) = 9653(dec),5/17,17,5,1,0
010010110110110(bin) = 9654(dec),5/17,17,5,1,0
010010110110111(bin) = 9655(dec),5/17,17,5,1,0
010010110111000(bin) = 9656(dec),5/17,17,5,1,0
010010110111001(bin) = 9657(dec),5/17,17,5,1,0
010010110111010(bin) = 9658(dec),5/17,17,5,1,0
010010110111011(bin) = 9659(dec),5/17,17,5,1,0
010010110111100(bin) = 9660(dec),13/44,44,1,5,0
010010110111101(bin) = 9661(dec),13/44,44,1,5,0
010010110111110(bin) = 9662(dec),13/44,44,1,5,0
010010110111111(bin) = 9663(dec),13/44,44,1,5,0
010010111000000(bin) = 9664(dec),13/44,44,1,5,0
010010111000001(bin) = 9665(dec),13/44,44,1,5,0
010010111000010(bin) = 9666(dec),13/44,44,1,5,0
010010111000011(bin) = 9667(dec),13/44,44,1,5,0
010010111000100(bin) = 9668(dec),13/44,44,1,5,0
010010111000101(bin) = 9669(dec),13/44,44,1,5,0
010010111000110(bin) = 9670(dec),13/44,44,1,5,0
010010111000111(bin) = 9671(dec),13/44,44,1,5,0
010010111001000(bin) = 9672(dec),13/44,44,1,5,0
010010111001001(bin) = 9673(dec),13/44,44,1,5,0
010010111001010(bin) = 9674(dec),13/44,44,1,5,0
010010111001011(bin) = 9675(dec),13/44,44,1,5,0
010010111001100(bin) = 9676(dec),13/44,44,1,5,0
010010111001101(bin) = 9677(dec),13/44,44,1,5,0
010010111001110(bin) = 9678(dec),13/44,44,1,5,0
010010111001111(bin) = 9679(dec),13/44,44,1,5,0
010010111010000(bin) = 9680(dec),13/44,44,1,5,0
010010111010001(bin) = 9681(dec),13/44,44,1,5,0
010010111010010(bin) = 9682(dec),13/44,44,1,5,0
010010111010011(bin) = 9683(dec),13/44,44,1,5,0
010010111010100(bin) = 9684(dec),13/44,44,1,5,0
010010111010101(bin) = 9685(dec),13/44,44,1,5,0
010010111010110(bin) = 9686(dec),13/44,44,1,5,0
010010111010111(bin) = 9687(dec),13/44,44,1,5,0
010010111011000(bin) = 9688(dec),13/44,44,1,5,0
010010111011001(bin) = 9689(dec),13/44,44,1,5,0
010010111011010(bin) = 9690(dec),13/44,44,1,5,0
010010111011011(bin) = 9691(dec),13/44,44,1,5,0
010010111011100(bin) = 9692(dec),13/44,44,1,5,0
010010111011101(bin) = 9693(dec),13/44,44,1,5,0
010010111011110(bin) = 9694(dec),13/44,44,1,5,0
010010111011111(bin) = 9695(dec),13/44,44,1,5,0
010010111111110(bin) = 9726(dec),11/37,37,1,5,0
010010111111111(bin) = 9727(dec),11/37,37,1,5,0
010011000000000(bin) = 9728(dec),11/37,37,1,5,0
010011000000001(bin) = 9729(dec),11/37,37,1,5,0
010011000000010(bin) = 9730(dec),11/37,37,1,5,0
010011000000011(bin) = 9731(dec),11/37,37,1,5,0
010011000000100(bin) = 9732(dec),11/37,37,1,5,0
010011000000101(bin) = 9733(dec),11/37,37,1,5,0
010011000000110(bin) = 9734(dec),11/37,37,1,5,0
010011000000111(bin) = 9735(dec),11/37,37,1,5,0
010011000001000(bin) = 9736(dec),11/37,37,1,5,0
010011000001001(bin) = 9737(dec),11/37,37,1,5,0
010011000001010(bin) = 9738(dec),11/37,37,1,5,0
010011000001011(bin) = 9739(dec),11/37,37,1,5,0
010011000001100(bin) = 9740(dec),11/37,37,1,5,0
010011000001101(bin) = 9741(dec),11/37,37,1,5,0
010011000001110(bin) = 9742(dec),11/37,37,1,5,0
010011000001111(bin) = 9743(dec),11/37,37,1,5,0
010011000010000(bin) = 9744(dec),11/37,37,1,5,0
010011000010001(bin) = 9745(dec),11/37,37,1,5,0
