Register Output,Fraction,Guess for r,guess1,guess2,iterations
011101000000001(bin) = 14849(dec),24/53,53,1,5,0
011101000000010(bin) = 14850(dec),24/53,53,1,5,0
011101000000011(bin) = 14851(dec),24/53,53,1,5,0
011101000000100(bin) = 14852(dec),24/53,53,1,5,0
011101000000101(bin) = 14853(dec),24/53,53,1,5,0
011101000000110(bin) = 14854(dec),24/53,53,1,5,0
011101000000111(bin) = 14855(dec),24/53,53,1,5,0
011101000001000(bin) = 14856(dec),24/53,53,1,5,0
011101000001001(bin) = 14857(dec),24/53,53,1,5,0
011101000001010(bin) = 14858(dec),24/53,53,1,5,0
011101000001011(bin) = 14859(dec),24/53,53,1,5,0
011101000001100(bin) = 14860(dec),24/53,53,1,5,0
011101000001101(bin) = 14861(dec),24/53,53,1,5,0
011101000001110(bin) = 14862(dec),24/53,53,1,5,0
011101000001111(bin) = 14863(dec),24/53,53,1,5,0
011101000010000(bin) = 14864(dec),24/53,53,1,5,0
011101000010001(bin) = 14865(dec),24/53,53,1,5,0
011101000010010(bin) = 14866(dec),24/53,53,1,5,0
011101000010011(bin) = 14867(dec),5/11,11,1,11,0
011101000010100(bin) = 14868(dec),5/11,11,1,11,0
011101000010101(bin) = 14869(dec),5/11,11,1,11,0
011101000010110(bin) = 14870(dec),5/11,11,1,11,0
011101000010111(bin) = 14871(dec),5/11,11,1,11,0
011101000011000(bin) = 14872(dec),5/11,11,1,11,0
011101000011001(bin) = 14873(dec),5/11,11,1,11,0
011101000011010(bin) = 14874(dec),5/11,11,1,11,0
011101000011011(bin) = 14875(dec),5/11,11,1,11,0
011101000011100(bin) = 14876(dec),5/11,11,1,11,0
011101000011101(bin) = 14877(dec),5/11,11,1,11,0
011101000011110(bin) = 14878(dec),5/11,11,1,11,0
011101000011111(bin) = 14879(dec),5/11,11,1,11,0
011101000100000(bin) = 14880(dec),5/11,11,1,11,0
011101000100001(bin) = 14881(dec),5/11,11,1,11,0
011101000100010(bin) = 14882(dec),5/11,11,1,11,0
011101000100011(bin) = 14883(dec),5/11,11,1,11,0
011101000100100(bin) = 14884(dec),5/11,11,1,11,0
011101000100101(bin) = 14885(dec),5/11,11,1,11,0
011101000100110(bin) = 14886(dec),5/11,11,1,11,0
011101000100111(bin) = 14887(dec),5/11,11,1,11,0
011101000101000(bin) = 14888(dec),5/11,11,1,11,0
011101000101001(bin) = 14889(dec),5/11,11,1,11,0
011101000101010(bin) = 14890(dec),5/11,11,1,11,0
011101000101011(bin) = 14891(dec),5/11,11,1,11,0
011101000101100(bin) = 14892(dec),5/11,11,1,11,0
011101000101101(bin) = 14893(dec),5/11,11,1,11,0
011101000101110(bin) = 14894(dec),5/11,11,1,11,0
011101000101111(bin) = 14895(dec),5/11,11,1,11,0
011101000110000(bin) = 14896(dec),5/11,11,1,11,0
011101000110001(bin) = 14897(dec),5/11,11,1,11,0
011101000110010(bin) = 14898(dec),5/11,11,1,11,0
011101000110011(bin) = 14899(dec),5/11,11,1,11,0
011101000110100(bin) = 14900(dec),5/11,11,1,11,0
011101000110101(bin) = 14901(dec),5/11,11,1,11,0
011101000110110(bin) = 14902(dec),5/11,11,1,11,0
011101000110111(bin) = 14903(dec),5/11,11,1,11,0
011101000111000(bin) = 14904(dec),5/11,11,1,11,0
011101000111001(bin) = 14905(dec),5/11,11,1,11,0
011101000111010(bin) = 14906(dec),5/11,11,1,11,0
011101000111011(bin) = 14907(dec),5/11,11,1,11,0
011101000111100(bin) = 14908(dec),5/11,11,1,11,0
011101000111101(bin) = 14909(dec),5/11,11,1,11,0
011101000111110(bin) = 14910(dec),5/11,11,1,11,0
011101000111111(bin) = 14911(dec),5/11,11,1,11,0
011101001000000(bin) = 14912(dec),5/11,11,1,11,0
011101001000001(bin) = 14913(dec),5/11,11,1,11,0
011101001000010(bin) = 14914(dec),5/11,11,1,11,0
011101001000011(bin) = 14915(dec),5/11,11,1,11,0
011101001000100(bin) = 14916(dec),5/11,11,1,11,0
011101001000101(bin) = 14917(dec),5/11,11,1,11,0
011101001000110(bin) = 14918(dec),5/11,11,1,11,0
011101001000111(bin) = 14919(dec),5/11,11,1,11,0
011101001001000(bin) = 14920(dec),5/11,11,1,11,0
011101001001001(bin) = 14921(dec),5/11,11,1,11,0
011101001001010(bin) = 14922(dec),5/11,11,1,11,0
011101001001011(bin) = 14923(dec),5/11,11,1,11,0
011101001001100(bin) = 14924(dec),5/11,11,1,11,0
011101001001101(bin) = 14925(dec),5/11,11,1,11,0
011101001001110(bin) = 14926(dec),5/11,11,1,11,0
011101010011000(bin) = 15000(dec),11/24,24,5,1,0
011101010011001(bin) = 15001(dec),11/24,24,5,1,0
011101010011010(bin) = 15002(dec),11/24,24,5,1,0
011101010011011(bin) = 15003(dec),11/24,24,5,1,0
011101010011100(bin) = 15004(dec),11/24,24,5,1,0
011101010011101(bin) = 15005(dec),11/24,24,5,1,0
011101010011110(bin) = 15006(dec),11/24,24,5,1,0
011101010011111(bin) = 15007(dec),11/24,24,5,1,0
011101010100000(bin) = 15008(dec),11/24,24,5,1,0
011101010100001(bin) = 15009(dec),11/24,24,5,1,0
011101010100010(bin) = 15010(dec),11/24,24,5,1,0
011101010100011(bin) = 15011(dec),11/24,24,5,1,0
011101010100100(bin) = 15012(dec),11/24,24,5,1,0
011101010100101(bin) = 15013(dec),11/24,24,5,1,0
011101010100110(bin) = 15014(dec),11/24,24,5,1,0
011101010100111(bin) = 15015(dec),11/24,24,5,1,0
011101010101000(bin) = 15016(dec),11/24,24,5,1,0
011101010101001(bin) = 15017(dec),11/24,24,5,1,0
011101010101010(bin) = 15018(dec),11/24,24,5,1,0
011101010101011(bin) = 15019(dec),11/24,24,5,1,0
011101010101100(bin) = 15020(dec),11/24,24,5,1,0
011101010101101(bin) = 15021(dec),11/24,24,5,1,0
011101010101110(bin) = 15022(dec),11/24,24,5,1,0
011101010101111(bin) = 15023(dec),11/24,24,5,1,0
011101010110000(bin) = 15024(dec),11/24,24,5,1,0
011101010110001(bin) = 15025(dec),11/24,24,5,1,0
011101010110010(bin) = 15026(dec),11/24,24,5,1,0
011101010110011(bin) = 15027(dec),11/24,24,5,1,0
011101010110100(bin) = 15028(dec),11/24,24,5,1,0
011101010110101(bin) = 15029(dec),11/24,24,5,1,0
011101010110110(bin) = 15030(dec),11/24,24,5,1,0
011101010110111(bin) = 15031(dec),11/24,24,5,1,0
011101010111000(bin) = 15032(dec),11/24,24,5,1,0
011101010111001(bin) = 15033(dec),11/24,24,5,1,0
011101010111010(bin) = 15034(dec),11/24,24,5,1,0
011101010111011(bin) = 15035(dec),11/24,24,5,1,0
011101010111100(bin) = 15036(dec),11/24,24,5,1,0
011101010111101(bin) = 15037(dec),11/24,24,5,1,0
011101010111110(bin) = 15038(dec),17/37,37,1,5,0
011101010111111(bin) = 15039(dec),17/37,37,1,5,0
011101011000000(bin) = 15040(dec),17/37,37,1,5,0
011101011000001(bin) = 15041(dec),17/37,37,1,5,0
011101011000010(bin) = 15042(dec),17/37,37,1,5,0
011101011000011(bin) = 15043(dec),17/37,37,1,5,0
011101011000100(bin) = 15044(dec),17/37,37,1,5,0
011101011000101(bin) = 15045(dec),17/37,37,1,5,0
011101011000110(bin) = 15046(dec),17/37,37,1,5,0
011101011000111(bin) = 15047(dec),17/37,37,1,5,0
011101011001000(bin) = 15048(dec),17/37,37,1,5,0
011101011001001(bin) = 15049(dec),17/37,37,1,5,0
011101011001010(bin) = 15050(dec),17/37,37,1,5,0
011101011001011(bin) = 15051(dec),17/37,37,1,5,0
011101011001100(bin) = 15052(dec),17/37,37,1,5,0
011101011001101(bin) = 15053(dec),17/37,37,1,5,0
011101011001110(bin) = 15054(dec),17/37,37,1,5,0
011101011001111(bin) = 15055(dec),17/37,37,1,5,0
011101011010000(bin) = 15056(dec),17/37,37,1,5,0
011101011010001(bin) = 15057(dec),17/37,37,1,5,0
011101011010010(bin) = 15058(dec),17/37,37,1,5,0
011101011010011(bin) = 15059(dec),17/37,37,1,5,0
011101011010100(bin) = 15060(dec),17/37,37,1,5,0
011101011010101(bin) = 15061(dec),17/37,37,1,5,0
011101011010110(bin) = 15062(dec),17/37,37,1,5,0
011101011010111(bin) = 15063(dec),17/37,37,1,5,0
011101011011000(bin) = 15064(dec),17/37,37,1,5,0
011101011011001(bin) = 15065(dec),23/50,50,1,11,0
011101011011010(bin) = 15066(dec),23/50,50,1,11,0
011101011011011(bin) = 15067(dec),23/50,50,1,11,0
011101011011100(bin) = 15068(dec),23/50,50,1,11,0
011101011011101(bin) = 15069(dec),23/50,50,1,11,0
011101011011110(bin) = 15070(dec),23/50,50,1,11,0
011101011011111(bin) = 15071(dec),23/50,50,1,11,0
011101011100000(bin) = 15072(dec),23/50,50,1,11,0
011101011100001(bin) = 15073(dec),23/50,50,1,11,0
011101011100010(bin) = 15074(dec),23/50,50,1,11,0
011101011100011(bin) = 15075(dec),23/50,50,1,11,0
011101011100100(bin) = 15076(dec),23/50,50,1,11,0
011101011100101(bin) = 15077(dec),23/50,50,1,11,0
011101011100110(bin) = 15078(dec),23/50,50,1,11,0
011101011100111(bin) = 15079(dec),23/50,50,1,11,0
011101011101000(bin) = 15080(dec),23/50,50,1,11,0
011101011101001(bin) = 15081(dec),23/50,50,1,11,0
011101011101010(bin) = 15082(dec),23/50,50,1,11,0
011101011101011(bin) = 15083(dec),23/50,50,1,11,0
011101011101100(bin) = 15084(dec),23/50,50,1,11,0
011101011101101(bin) = 15085(dec),23/50,50,1,11,0
011101011101110(bin) = 15086(dec),23/50,50,1,11,0
011101011101111(bin) = 15087(dec),23/50,50,1,11,0
011101011110000(bin) = 15088(dec),23/50,50,1,11,0
011101011110001(bin) = 15089(dec),23/50,50,1,11,0
011101011110010(bin) = 15090(dec),23/50,50,1,11,0
011101011110011(bin) = 15091(dec),23/50,50,1,11,0
011101011110100(bin) = 15092(dec),23/50,50,1,11,0
011101011110101(bin) = 15093(dec),23/50,50,1,11,0
011101011110110(bin) = 15094(dec),23/50,50,1,11,0
011101011110111(bin) = 15095(dec),23/50,50,1,11,0
011101011111000(bin) = 15096(dec),23/50,50,1,11,0
011101011111001(bin) = 15097(dec),23/50,50,1,11,0
011101011111010(bin) = 15098(dec),23/50,50,1,11,0
011101011111011(bin) = 15099(dec),6/13,13,1,5,0
011101011111100(bin) = 15100(dec),6/13,13,1,5,0
011101011111101(bin) = 15101(dec),6/13,13,1,5,0
011101011111110(bin) = 15102(dec),6/13,13,1,5,0
011101011111111(bin) = 15103(dec),6/13,13,1,5,0
011101100000000(bin) = 15104(dec),6/13,13,1,5,0
011101100000001(bin) = 15105(dec),6/13,13,1,5,0
011101100000010(bin) = 15106(dec),6/13,13,1,5,0
011101100000011(bin) = 15107(dec),6/13,13,1,5,0
011101100000100(bin) = 15108(dec),6/13,13,1,5,0
011101100000101(bin) = 15109(dec),6/13,13,1,5,0
011101100000110(bin) = 15110(dec),6/13,13,1,5,0
011101100000111(bin) = 15111(dec),6/13,13,1,5,0
011101100001000(bin) = 15112(dec),6/13,13,1,5,0
011101100001001(bin) = 15113(dec),6/13,13,1,5,0
011101100001010(bin) = 15114(dec),6/13,13,1,5,0
011101100001011(bin) = 15115(dec),6/13,13,1,5,0
011101100001100(bin) = 15116(dec),6/13,13,1,5,0
011101100001101(bin) = 15117(dec),6/13,13,1,5,0
011101100001110(bin) = 15118(dec),6/13,13,1,5,0
011101100001111(bin) = 15119(dec),6/13,13,1,5,0
011101100010000(bin) = 15120(dec),6/13,13,1,5,0
011101100010001(bin) = 15121(dec),6/13,13,1,5,0
011101100010010(bin) = 15122(dec),6/13,13,1,5,0
011101100010011(bin) = 15123(dec),6/13,13,1,5,0
011101100010100(bin) = 15124(dec),6/13,13,1,5,0
011101100010101(bin) = 15125(dec),6/13,13,1,5,0
011101100010110(bin) = 15126(dec),6/13,13,1,5,0
011101100010111(bin) = 15127(dec),6/13,13,1,5,0
011101100011000(bin) = 15128(dec),6/13,13,1,5,0
011101100011001(bin) = 15129(dec),6/13,13,1,5,0
011101100011010(bin) = 15130(dec),6/13,13,1,5,0
011101100011011(bin) = 15131(dec),6/13,13,1,5,0
011101100011100(bin) = 15132(dec),6/13,13,1,5,0
011101100011101(bin) = 15133(dec),6/13,13,1,5,0
011101100011110(bin) = 15134(dec),6/13,13,1,5,0
011101100011111(bin) = 15135(dec),6/13,13,1,5,0
011101100100000(bin) = 15136(dec),6/13,13,1,5,0
011101100100001(bin) = 15137(dec),6/13,13,1,5,0
011101100100010(bin) = 15138(dec),6/13,13,1,5,0
011101100100011(bin) = 15139(dec),6/13,13,1,5,0
011101100100100(bin) = 15140(dec),6/13,13,1,5,0
011101100100101(bin) = 15141(dec),6/13,13,1,5,0
011101100100110(bin) = 15142(dec),6/13,13,1,5,0
011101100100111(bin) = 15143(dec),6/13,13,1,5,0
011101100101000(bin) = 15144(dec),6/13,13,1,5,0
011101100101001(bin) = 15145(dec),6/13,13,1,5,0
011101100101010(bin) = 15146(dec),6/13,13,1,5,0
011101100101011(bin) = 15147(dec),6/13,13,1,5,0
011101101100000(bin) = 15200(dec),13/28,28,1,5,0
011101101100001(bin) = 15201(dec),13/28,28,1,5,0
011101101100010(bin) = 15202(dec),13/28,28,1,5,0
011101101100011(bin) = 15203(dec),13/28,28,1,5,0
011101101100100(bin) = 15204(dec),13/28,28,1,5,0
011101101100101(bin) = 15205(dec),13/28,28,1,5,0
011101101100110(bin) = 15206(dec),13/28,28,1,5,0
011101101100111(bin) = 15207(dec),13/28,28,1,5,0
011101101101000(bin) = 15208(dec),13/28,28,1,5,0
011101101101001(bin) = 15209(dec),13/28,28,1,5,0
011101101101010(bin) = 15210(dec),13/28,28,1,5,0
011101101101011(bin) = 15211(dec),13/28,28,1,5,0
011101101101100(bin) = 15212(dec),13/28,28,1,5,0
011101101101101(bin) = 15213(dec),13/28,28,1,5,0
011101101101110(bin) = 15214(dec),13/28,28,1,5,0
011101101101111(bin) = 15215(dec),13/28,28,1,5,0
011101101110000(bin) = 15216(dec),13/28,28,1,5,0
011101101110001(bin) = 15217(dec),13/28,28,1,5,0
011101101110010(bin) = 15218(dec),13/28,28,1,5,0
011101101110011(bin) = 15219(dec),13/28,28,1,5,0
011101101110100(bin) = 15220(dec),13/28,28,1,5,0
011101101110101(bin) = 15221(dec),13/28,28,1,5,0
011101101110110(bin) = 15222(dec),13/28,28,1,5,0
011101101110111(bin) = 15223(dec),13/28,28,1,5,0
011101101111000(bin) = 15224(dec),13/28,28,1,5,0
011101101111001(bin) = 15225(dec),13/28,28,1,5,0
011101101111010(bin) = 15226(dec),13/28,28,1,5,0
011101101111011(bin) = 15227(dec),13/28,28,1,5,0
011101111110110(bin) = 15350(dec),15/32,32,5,1,0
011101111110111(bin) = 15351(dec),15/32,32,5,1,0
011101111111000(bin) = 15352(dec),15/32,32,5,1,0
011101111111001(bin) = 15353(dec),15/32,32,5,1,0
011101111111010(bin) = 15354(dec),15/32,32,5,1,0
011101111111011(bin) = 15355(dec),15/32,32,5,1,0
011101111111100(bin) = 15356(dec),15/32,32,5,1,0
011101111111101(bin) = 15357(dec),15/32,32,5,1,0
011101111111110(bin) = 15358(dec),15/32,32,5,1,0
011101111111111(bin) = 15359(dec),15/32,32,5,1,0
011110000000000(bin) = 15360(dec),15/32,32,5,1,0
011110000000001(bin) = 15361(dec),15/32,32,5,1,0
011110000000010(bin) = 15362(dec),15/32,32,5,1,0
011110000000011(bin) = 15363(dec),15/32,32,5,1,0
011110000000100(bin) = 15364(dec),15/32,32,5,1,0
011110000000101(bin) = 15365(dec),15/32,32,5,1,0
011110000000110(bin) = 15366(dec),15/32,32,5,1,0
011110000000111(bin) = 15367(dec),15/32,32,5,1,0
011110000001000(bin) = 15368(dec),15/32,32,5,1,0
011110000001001(bin) = 15369(dec),15/32,32,5,1,0
011110000001010(bin) = 15370(dec),15/32,32,5,1,0
011110000001011(bin) = 15371(dec),23/49,49,5,1,0
011110000001100(bin) = 15372(dec),23/49,49,5,1,0
011110000001101(bin) = 15373(dec),23/49,49,5,1,0
011110000001110(bin) = 15374(dec),23/49,49,5,1,0
011110000001111(bin) = 15375(dec),23/49,49,5,1,0
011110000010000(bin) = 15376(dec),23/49,49,5,1,0
011110000010001(bin) = 15377(dec),23/49,49,5,1,0
011110000010010(bin) = 15378(dec),23/49,49,5,1,0
011110000010011(bin) = 15379(dec),23/49,49,5,1,0
011110000010100(bin) = 15380(dec),23/49,49,5,1,0
011110000010101(bin) = 15381(dec),23/49,49,5,1,0
011110000010110(bin) = 15382(dec),23/49,49,5,1,0
011110000010111(bin) = 15383(dec),23/49,49,5,1,0
011110000011000(bin) = 15384(dec),23/49,49,5,1,0
011110000011001(bin) = 15385(dec),23/49,49,5,1,0
011110000011010(bin) = 15386(dec),23/49,49,5,1,0
011110000011011(bin) = 15387(dec),23/49,49,5,1,0
011110000011100(bin) = 15388(dec),23/49,49,5,1,0
011110000011101(bin) = 15389(dec),23/49,49,5,1,0
011110000011110(bin) = 15390(dec),23/49,49,5,1,0
011110000011111(bin) = 15391(dec),23/49,49,5,1,0
011110000100000(bin) = 15392(dec),23/49,49,5,1,0
011110000100001(bin) = 15393(dec),23/49,49,5,1,0
011110000100010(bin) = 15394(dec),23/49,49,5,1,0
011110000100011(bin) = 15395(dec),23/49,49,5,1,0
011110000100100(bin) = 15396(dec),23/49,49,5,1,0
011110000100101(bin) = 15397(dec),23/49,49,5,1,0
011110000100110(bin) = 15398(dec),23/49,49,5,1,0
011110000100111(bin) = 15399(dec),23/49,49,5,1,0
011110000101000(bin) = 15400(dec),23/49,49,5,1,0
011110000101001(bin) = 15401(dec),8/17,17,5,1,0
011110000101010(bin) = 15402(dec),8/17,17,5,1,0
011110000101011(bin) = 15403(dec),8/17,17,5,1,0
011110000101100(bin) = 15404(dec),8/17,17,5,1,0
011110000101101(bin) = 15405(dec),8/17,17,5,1,0
011110000101110(bin) = 15406(dec),8/17,17,5,1,0
011110000101111(bin) = 15407(dec),8/17,17,5,1,0
011110000110000(bin) = 15408(dec),8/17,17,5,1,0
011110000110001(bin) = 15409(dec),8/17,17,5,1,0
011110000110010(bin) = 15410(dec),8/17,17,5,1,0
011110000110011(bin) = 15411(dec),8/17,17,5,1,0
011110000110100(bin) = 15412(dec),8/17,17,5,1,0
011110000110101(bin) = 15413(dec),8/17,17,5,1,0
011110000110110(bin) = 15414(dec),8/17,17,5,1,0
011110000110111(bin) = 15415(dec),8/17,17,5,1,0
011110000111000(bin) = 15416(dec),8/17,17,5,1,0
011110000111001(bin) = 15417(dec),8/17,17,5,1,0
011110000111010(bin) = 15418(dec),8/17,17,5,1,0
011110000111011(bin) = 15419(dec),8/17,17,5,1,0
011110000111100(bin) = 15420(dec),8/17,17,5,1,0
011110000111101(bin) = 15421(dec),8/17,17,5,1,0
011110000111110(bin) = 15422(dec),8/17,17,5,1,0
011110000111111(bin) = 15423(dec),8/17,17,5,1,0
011110001000000(bin) = 15424(dec),8/17,17,5,1,0
011110001000001(bin) = 15425(dec),8/17,17,5,1,0
011110001000010(bin) = 15426(dec),8/17,17,5,1,0
011110001000011(bin) = 15427(dec),8/17,17,5,1,0
011110001000100(bin) = 15428(dec),8/17,17,5,1,0
011110001000101(bin) = 15429(dec),8/17,17,5,1,0
011110001000110(bin) = 15430(dec),8/17,17,5,1,0
011110001000111(bin) = 15431(dec),8/17,17,5,1,0
011110001001000(bin) = 15432(dec),8/17,17,5,1,0
011110001001001(bin) = 15433(dec),8/17,17,5,1,0
011110001001010(bin) = 15434(dec),8/17,17,5,1,0
011110001001011(bin) = 15435(dec),8/17,17,5,1,0
011110001001100(bin) = 15436(dec),8/17,17,5,1,0
011110001001101(bin) = 15437(dec),8/17,17,5,1,0
011110001001110(bin) = 15438(dec),8/17,17,5,1,0
011110001001111(bin) = 15439(dec),25/53,53,1,5,0
011110001010000(bin) = 15440(dec),25/53,53,1,5,0
011110001010001(bin) = 15441(dec),25/53,53,1,5,0
011110001010010(bin) = 15442(dec),25/53,53,1,5,0
011110001010011(bin) = 15443(dec),25/53,53,1,5,0
011110001010100(bin) = 15444(dec),25/53,53,1,5,0
011110001010101(bin) = 15445(dec),25/53,53,1,5,0
011110001010110(bin) = 15446(dec),25/53,53,1,5,0
011110001010111(bin) = 15447(dec),25/53,53,1,5,0
011110001011000(bin) = 15448(dec),25/53,53,1,5,0
011110001011001(bin) = 15449(dec),25/53,53,1,5,0
011110001011010(bin) = 15450(dec),25/53,53,1,5,0
011110001011011(bin) = 15451(dec),25/53,53,1,5,0
011110001011100(bin) = 15452(dec),25/53,53,1,5,0
011110001011101(bin) = 15453(dec),25/53,53,1,5,0
011110001011110(bin) = 15454(dec),25/53,53,1,5,0
011110001011111(bin) = 15455(dec),25/53,53,1,5,0
011110001100000(bin) = 15456(dec),25/53,53,1,5,0
011110001100001(bin) = 15457(dec),25/53,53,1,5,0
011110001100010(bin) = 15458(dec),25/53,53,1,5,0
011110001100011(bin) = 15459(dec),25/53,53,1,5,0
011110001100100(bin) = 15460(dec),25/53,53,1,5,0
011110001100101(bin) = 15461(dec),25/53,53,1,5,0
011110001100110(bin) = 15462(dec),25/53,53,1,5,0
011110001100111(bin) = 15463(dec),25/53,53,1,5,0
011110001101000(bin) = 15464(dec),25/53,53,1,5,0
011110001101001(bin) = 15465(dec),25/53,53,1,5,0
011110001101010(bin) = 15466(dec),17/36,36,1,5,0
011110001101011(bin) = 15467(dec),17/36,36,1,5,0
011110001101100(bin) = 15468(dec),17/36,36,1,5,0
011110001101101(bin) = 15469(dec),17/36,36,1,5,0
011110001101110(bin) = 15470(dec),17/36,36,1,5,0
011110001101111(bin) = 15471(dec),17/36,36,1,5,0
011110001110000(bin) = 15472(dec),17/36,36,1,5,0
011110001110001(bin) = 15473(dec),17/36,36,1,5,0
011110001110010(bin) = 15474(dec),17/36,36,1,5,0
011110001110011(bin) = 15475(dec),17/36,36,1,5,0
011110001110100(bin) = 15476(dec),17/36,36,1,5,0
011110001110101(bin) = 15477(dec),17/36,36,1,5,0
011110001110110(bin) = 15478(dec),17/36,36,1,5,0
011110001110111(bin) = 15479(dec),17/36,36,1,5,0
011110001111000(bin) = 15480(dec),17/36,36,1,5,0
011110001111001(bin) = 15481(dec),17/36,36,1,5,0
011110001111010(bin) = 15482(dec),17/36,36,1,5,0
011110011100001(bin) = 15585(dec),10/21,21,11,5,0
011110011100010(bin) = 15586(dec),10/21,21,11,5,0
011110011100011(bin) = 15587(dec),10/21,21,11,5,0
011110011100100(bin) = 15588(dec),10/21,21,11,5,0
011110011100101(bin) = 15589(dec),10/21,21,11,5,0
011110011100110(bin) = 15590(dec),10/21,21,11,5,0
011110011100111(bin) = 15591(dec),10/21,21,11,5,0
011110011101000(bin) = 15592(dec),10/21,21,11,5,0
011110011101001(bin) = 15593(dec),10/21,21,11,5,0
011110011101010(bin) = 15594(dec),10/21,21,11,5,0
011110011101011(bin) = 15595(dec),10/21,21,11,5,0
011110011101100(bin) = 15596(dec),10/21,21,11,5,0
011110011101101(bin) = 15597(dec),10/21,21,11,5,0
011110011101110(bin) = 15598(dec),10/21,21,11,5,0
011110011101111(bin) = 15599(dec),10/21,21,11,5,0
011110011110000(bin) = 15600(dec),10/21,21,11,5,0
011110011110001(bin) = 15601(dec),10/21,21,11,5,0
011110011110010(bin) = 15602(dec),10/21,21,11,5,0
011110011110011(bin) = 15603(dec),10/21,21,11,5,0
011110011110100(bin) = 15604(dec),10/21,21,11,5,0
011110011110101(bin) = 15605(dec),10/21,21,11,5,0
011110011110110(bin) = 15606(dec),10/21,21,11,5,0
011110011110111(bin) = 15607(dec),10/21,21,11,5,0
011110011111000(bin) = 15608(dec),10/21,21,11,5,0
011110011111001(bin) = 15609(dec),10/21,21,11,5,0
011110011111010(bin) = 15610(dec),10/21,21,11,5,0
011110011111011(bin) = 15611(dec),10/21,21,11,5,0
011110011111100(bin) = 15612(dec),10/21,21,11,5,0
011110011111101(bin) = 15613(dec),10/21,21,11,5,0
011110011111110(bin) = 15614(dec),10/21,21,11,5,0
011110011111111(bin) = 15615(dec),10/21,21,11,5,0
011110100000000(bin) = 15616(dec),10/21,21,11,5,0
011110100000001(bin) = 15617(dec),10/21,21,11,5,0
011110100000010(bin) = 15618(dec),10/21,21,11,5,0
011110100000011(bin) = 15619(dec),10/21,21,11,5,0
011110100000100(bin) = 15620(dec),10/21,21,11,5,0
011110100000101(bin) = 15621(dec),10/21,21,11,5,0
011110100000110(bin) = 15622(dec),21/44,44,1,5,0
011110100000111(bin) = 15623(dec),21/44,44,1,5,0
011110100001000(bin) = 15624(dec),21/44,44,1,5,0
011110100001001(bin) = 15625(dec),21/44,44,1,5,0
011110100001010(bin) = 15626(dec),21/44,44,1,5,0
011110100001011(bin) = 15627(dec),21/44,44,1,5,0
011110100001100(bin) = 15628(dec),21/44,44,1,5,0
011110100001101(bin) = 15629(dec),21/44,44,1,5,0
011110100001110(bin) = 15630(dec),21/44,44,1,5,0
011110100001111(bin) = 15631(dec),21/44,44,1,5,0
011110100010000(bin) = 15632(dec),21/44,44,1,5,0
011110100010001(bin) = 15633(dec),21/44,44,1,5,0
011110100010010(bin) = 15634(dec),21/44,44,1,5,0
011110100010011(bin) = 15635(dec),21/44,44,1,5,0
011110100010100(bin) = 15636(dec),21/44,44,1,5,0
011110100010101(bin) = 15637(dec),21/44,44,1,5,0
011110100010110(bin) = 15638(dec),21/44,44,1,5,0
